"","window","no.N","no.S","pi.N","pi.S","N_over_S"
"77",77,16,3,0.00654201460277395,0.0231509791662645,0.28258047125311
"78",78,16,3,0.00646844657448778,0.0222598463184305,0.290588105683915
"79",79,17,2,0.00645212529379448,0.0244221368606989,0.264191677026325
"80",80,17,2,0.00680255010737008,0.0233859092111266,0.290882430353982
"81",81,17,2,0.00682800280020586,0.0267908698618075,0.254863049816077
"82",82,17,2,0.00767580744202398,0.0241707084229839,0.31756650685195
"83",83,17,2,0.00765182327211519,0.0222870705163367,0.343330150389497
"84",84,18,9,0.00886049749086083,0.0242343878691787,0.365616723586801
"85",85,17,2,0.00899825107967932,0.0253306041286517,0.355232391378353
"86",86,17,2,0.00913024385629927,0.0298573165501096,0.305795862162494
"87",87,17,2,0.00988146045278339,0.0282143355797002,0.350228359086115
"88",88,16,4,0.0100511309802432,0.0289689960898175,0.346961660289502
"89",89,16,4,0.0103213169636235,0.0272790972623459,0.37835991654571
"90",90,15,4,0.0110895433751604,0.0214272215431848,0.517544626717483
"91",91,15,4,0.0103992156716724,0.0242334102225836,0.429127208104666
"92",92,15,4,0.0102222536156565,0.0245188796305072,0.416913569041613
"93",93,15,4,0.00865828284593641,0.0242040976601709,0.35771971207107
"94",94,16,2,0.00845786520119931,0.0248572220234984,0.340257861204434
"95",95,16,2,0.00825669732646495,0.0229492415412063,0.359780836836796
"96",96,16,2,0.00809293170321016,0.0208421847897497,0.38829574657597
"97",97,17,10,0.00771987030784406,0.0208327490217622,0.370564167973212
"98",98,17,10,0.00756380297638605,0.0266220119786421,0.284118382279079
"99",99,17,2,0.00714694119693298,0.0316239446541318,0.225997777162161
"100",100,17,2,0.0068579288356998,0.0288582930287642,0.237641527475802
"101",101,17,2,0.00704532729993651,0.0307464768462291,0.229142588764624
"102",102,17,2,0.00734680396540322,0.0312514772623895,0.235086613785293
"103",103,17,2,0.00751122208239172,0.0278954536060785,0.269263306790429
"104",104,17,2,0.00729718644054916,0.0243619706519804,0.299531862376493
"105",105,17,2,0.00693756063002808,0.0241025125838355,0.287835577552226
"106",106,17,2,0.0071120156525522,0.0247882518112963,0.286910739276546
"107",107,17,2,0.00758952649586685,0.0168071797273397,0.451564546758622
"108",108,18,9,0.00763011036665824,0.0163382182598556,0.467009942290101
"109",109,18,9,0.00781290221540974,0.0154019380007787,0.507267476015988
"110",110,18,9,0.00774330294238812,0.0177626359253645,0.435932086595937
"111",111,17,10,0.00741461770217718,0.0155891947302958,0.475625446372014
"112",112,17,10,0.00707945593850117,0.016000450045857,0.442453550882104
"113",113,17,10,0.00766879811946629,0.0180239094387481,0.425479175066192
"114",114,17,10,0.00776352535698522,0.0187924013964193,0.413120451889905
"115",115,17,10,0.00802403295476554,0.0171633500650516,0.467509718344804
"116",116,17,10,0.00732618003040549,0.0216869919161642,0.337814486154946
"117",117,17,10,0.0069824807817675,0.0212487748419721,0.328606276535775
"118",118,17,10,0.00725433862128752,0.0249904896303311,0.290283973167253
"119",119,17,10,0.00726408503854665,0.0203695253952119,0.356615330873352
"120",120,18,9,0.00750064721318259,0.020212609789669,0.371087518694211
"121",121,18,9,0.00779430784363211,0.0201942899433827,0.385965927273722
"122",122,18,9,0.00789165805266284,0.0180121456854152,0.438129814764539
"123",123,18,9,0.00771897990882229,0.0180143036502539,0.428491717397775
"124",124,18,9,0.00763891078824237,0.0191935766698281,0.397993084855862
"125",125,18,9,0.00786661257497828,0.0145102006428364,0.542143611147235
"126",126,19,8,0.00803525585049214,0.0152984312509333,0.525233974562062
"127",127,19,8,0.00769501296576927,0.0105652254077114,0.728334007919303
"128",128,19,8,0.00793020048113307,0.0123162602140113,0.643880556543576
"129",129,20,7,0.00933640907750487,0.011849849903429,0.787892602319225
"130",130,20,7,0.00905340627236853,0.0120412325755743,0.751867071377181
"131",131,20,7,0.00895545081773217,0.0130080010493891,0.688457110645201
"132",132,20,7,0.00895473940855912,0.0127488185187641,0.702397590441753
"133",133,20,7,0.00892723998465938,0.0115883549371339,0.770363009511629
"134",134,20,7,0.00870956694402041,0.0148346361428431,0.587110250642873
"135",135,19,8,0.00864047910695165,0.0170229021606751,0.507579672690136
"136",136,19,8,0.00868864061401219,0.0228532989192643,0.380191964613392
"137",137,19,8,0.00828737540039745,0.025862992116536,0.320433744210855
"138",138,18,9,0.00630677453622353,0.0241754462162734,0.260875207009755
"139",139,18,9,0.00676720899097702,0.0263136317762226,0.257175028081527
"140",140,18,9,0.00625637648048025,0.0260524490255867,0.240145426417905
"141",141,18,9,0.00669592440509703,0.0275076774364991,0.243420202252787
"142",142,18,9,0.0066458545979112,0.0272976484304494,0.243458868438573
"143",143,17,10,0.00689218735822981,0.0258264852611912,0.26686509172762
"144",144,17,10,0.00686707584692563,0.0239392134195821,0.286854698463418
"145",145,17,10,0.00683621705234899,0.026411946986039,0.258830485157437
"146",146,17,10,0.00705034400958526,0.0235181199936727,0.2997834865832
"147",147,17,10,0.00738067828959756,0.0240194978676901,0.307278625483912
"148",148,17,10,0.00757426670176486,0.0226289655331771,0.334715552536414
"149",149,17,10,0.0078855637272126,0.0251564118029539,0.31346138666273
"150",150,16,11,0.00777686388580225,0.0217893270709184,0.356911613676304
"151",151,16,11,0.00779672789064744,0.0227855386011531,0.342178783970148
"152",152,17,10,0.00749547399050711,0.0214139485792572,0.350027644960709
"153",153,17,10,0.00777495983026754,0.0215863082287525,0.360180154377276
"154",154,17,10,0.00800550522360811,0.0149359100237675,0.535990455946036
"155",155,17,10,0.00834530736681929,0.0174001115149983,0.479612292118124
"156",156,17,10,0.00824017434369645,0.0214595477619697,0.383986393147555
"157",157,17,10,0.0077486168517341,0.0218501345492245,0.354625589800276
"158",158,17,10,0.00749211254731637,0.0197931151138044,0.378521142540677
"159",159,18,9,0.00714311856645082,0.0214270396272729,0.333369363696834
"160",160,18,9,0.00779786442118302,0.0241994008549238,0.322233780411815
"161",161,18,9,0.00796506517628544,0.0248993577309587,0.319890386826406
"162",162,18,9,0.00741220930611456,0.0271500923843382,0.273008621892954
"163",163,18,9,0.00693856758717445,0.0272610058541457,0.254523535349275
"164",164,18,9,0.00676718188590185,0.0235678623017486,0.287136007468941
"165",165,18,9,0.00712247224561514,0.0202609162811581,0.351537519171271
"166",166,18,9,0.0072733190438989,0.0217500210453295,0.334405149711831
"167",167,18,9,0.00751745548522921,0.0215368387630468,0.349051017558238
"168",168,18,9,0.00782279914713266,0.0230205283129431,0.339818402114358
"169",169,18,9,0.00773764388960394,0.0196250193030217,0.394274460072127
"170",170,18,9,0.00776530598624354,0.0240104264897187,0.323413913100155
"171",171,17,10,0.00843681185432242,0.0239576846684858,0.352154724927167
"172",172,17,10,0.00863987782954431,0.0263942441259771,0.327339467965327
"173",173,16,11,0.00894604037009566,0.0281467830809887,0.317835268931252
"174",174,16,11,0.00968546958146358,0.0276680014735987,0.350060324765618
"175",175,16,11,0.00953652258865471,0.0274431020378451,0.347501626292228
"176",176,16,11,0.00946370734068815,0.030399984690402,0.311306319298117
"177",177,15,12,0.00959489012192098,0.032859118838175,0.29200083450728
"178",178,15,12,0.00922118174306369,0.0365980712750379,0.251958133907267
"179",179,15,12,0.00924882942507197,0.0346070389619031,0.267252839379106
"180",180,16,11,0.00915317855455933,0.0356697634511728,0.256608894171357
"181",181,16,11,0.0096999499033691,0.0360466882929388,0.26909406557798
"182",182,17,10,0.00945153323856024,0.0387217474326421,0.244088499750729
"183",183,17,10,0.00843697340390877,0.0398575405565478,0.211678224147795
"184",184,17,10,0.0092840890339949,0.0394575193661878,0.235293277000852
"185",185,16,1,0.00959272602088689,0.0371197171441228,0.258426700387875
"186",186,17,1,0.00917191933019695,0.0351234776905161,0.261133575980533
"187",187,17,1,0.00940929296119113,0.029477255565628,0.319205189921508
"188",188,17,1,0.00992925870881651,0.0282660303813473,0.351278852207305
"189",189,17,1,0.0135154305688172,0.0288521082181752,0.468438232194875
"190",190,17,1,0.0138625484475605,0.0277163445047093,0.500157892221505
"191",191,17,1,0.013708636816313,0.0247815129310989,0.553179979544741
"192",192,17,1,0.0143896293413724,0.0272676219119542,0.527718529611266
"193",193,17,1,0.0137629667306473,0.0289556998846385,0.475311140310196
"194",194,18,9,0.0134318696203942,0.0313560908245978,0.428365566853677
"195",195,18,9,0.0137740817428018,0.0301865448098681,0.456298719497668
"196",196,18,9,0.0134507004530592,0.0302216638147423,0.44506816486053
"197",197,18,9,0.0126764199081289,0.031004656430169,0.408855358119503
"198",198,18,9,0.00909070020704409,0.0291843967475689,0.311491797677859
"199",199,18,9,0.00842660380291641,0.0269322949479008,0.312881015866537
"200",200,18,9,0.00859664476775848,0.0301337790556704,0.28528266407863
"201",201,18,9,0.00778848096608961,0.0287268434535799,0.271122059709593
"202",202,18,9,0.00790395402557786,0.0258455075347255,0.305815392286581
"203",203,18,9,0.0074843348937697,0.0259545969416747,0.288362593747401
"204",204,18,9,0.0075749484276142,0.0266772455830743,0.283947921235925
"205",205,18,9,0.00757841691622782,0.0261643028249343,0.28964719476514
"206",206,18,9,0.00808298980134455,0.0252027609601889,0.320718425021477
"207",207,18,9,0.00833632462980173,0.0243033981439822,0.343010659678712
"208",208,18,9,0.00881263617880242,0.0253066818711726,0.348233570235103
"209",209,18,9,0.0124595394676117,0.0241981642171884,0.514896062188115
"210",210,18,9,0.0130375813446486,0.023552391097233,0.553556591805248
"211",211,18,9,0.0139026243194941,0.025447211769099,0.546331930022144
"212",212,18,9,0.0142407607633537,0.023177676153061,0.614417108484492
"213",213,17,10,0.0145619597280265,0.0242250814837239,0.601110866760561
"214",214,17,10,0.0144685212189519,0.0261899809402469,0.552444893028453
"215",215,17,10,0.0153665034718687,0.0276246935929166,0.55625968918652
"216",216,17,10,0.0149340988939153,0.0272109740011034,0.548826326220801
"217",217,17,10,0.0142802416847796,0.0271018306877092,0.526910593211541
"218",218,17,10,0.0103762473485718,0.0284560042281601,0.36464175593225
"219",219,17,10,0.0106840738202318,0.0268980125135737,0.397206812765076
"220",220,17,10,0.00931665214113204,0.0270915714165749,0.343894859322631
"221",221,17,10,0.00945920572154692,0.0257009397840979,0.368049020814393
"222",222,18,9,0.00913685746400122,0.0277135977372145,0.329688608120772
"223",223,18,9,0.00946078995956154,0.0271625492217826,0.348302726754917
"224",224,18,9,0.00872772261594532,0.0249258043664469,0.350148082992013
"225",225,18,9,0.00928311081827135,0.0286986612453478,0.323468427286871
"226",226,18,9,0.0104308276192483,0.0287184437615003,0.363210057824645
"227",227,18,9,0.0131111849367681,0.0245006011535067,0.535137274984437
"228",228,18,9,0.0125433695420612,0.0235469152675682,0.532696932890294
"229",229,18,9,0.0143325622692432,0.0234379698549785,0.611510397782974
"230",230,18,9,0.0138830047205154,0.0270779165090487,0.512705795361917
"231",231,17,2,0.0143329812812239,0.0245179617764288,0.584591060705681
"232",232,17,2,0.0147494136874713,0.0239319982257121,0.616305147124103
"233",233,17,2,0.0146073954485837,0.0268135931235762,0.544775755388784
"234",234,17,2,0.0156587308350867,0.0230235330855046,0.680118502096675
"235",235,17,2,0.0149840322686514,0.0229700614423828,0.652328784850524
"236",236,17,2,0.0121425221444226,0.0238156827302529,0.509854043738919
"237",237,17,2,0.0120169820675078,0.0261942779466089,0.458763631202268
"238",238,17,2,0.0103605974190887,0.0245832559828986,0.421449356679851
"239",239,17,2,0.0105779754956855,0.021098322895849,0.501365703231636
"240",240,18,9,0.0103635487580275,0.0221058107215159,0.468815592813362
"241",241,18,9,0.010486397915132,0.0220810818804631,0.474904172354443
"242",242,18,9,0.010604538656193,0.0242107459510752,0.438009579614875
"243",243,18,9,0.00943846643838763,0.0257228771393006,0.366928877639706
"244",244,18,9,0.0120279524977332,0.0289662135493114,0.415240758936514
"245",245,18,9,0.01184722064017,0.0285421605296222,0.415077920533537
"246",246,18,9,0.0117725075028864,0.0277853496005332,0.423694777000771
"247",247,18,9,0.0123641450815426,0.0302982898106624,0.40808062629302
"248",248,18,9,0.0138047200399587,0.0299958105029822,0.460221604566618
"249",249,17,1,0.0144940155723022,0.0282259964092655,0.51349881017998
"250",250,17,1,0.0139555098300906,0.0294258114688956,0.474260832019609
"251",251,16,2,0.0137895256066655,0.0260262812542683,0.529830807250038
"252",252,16,2,0.0136410070824356,0.0295072645352458,0.462293177537407
"253",253,16,2,0.0107399028197761,0.0288923039668864,0.371721924014267
"254",254,16,2,0.011403588816189,0.0286525048496446,0.397996226718394
"255",255,16,2,0.0114811737320247,0.0292841823074328,0.39206058791372
"256",256,15,2,0.0112935175176702,0.0244298393056378,0.462283741467916
"257",257,15,2,0.00940095926199983,0.0267426709694812,0.351534043578827
"258",258,16,1,0.00891912846250028,0.0275482898590348,0.323763417189948
"259",259,16,1,0.00850184672362547,0.0267949188685285,0.317293243742983
"260",260,17,10,0.0093490308003924,0.0280659350525106,0.333109543042148
"261",261,17,10,0.00933724836118929,0.0245363631229474,0.380547366143955
"262",262,17,10,0.0093224601603476,0.0230249671274904,0.404884841256393
"263",263,17,10,0.0094618597184455,0.024247105493828,0.390226360043428
"264",264,17,10,0.00944014413916521,0.0256633643682287,0.367845150920747
"265",265,18,9,0.00932170553912691,0.0278540520644535,0.334662458358186
"266",266,18,9,0.0094703750733619,0.0252385907321212,0.375233909606091
"267",267,18,9,0.00990115569978652,0.0267285464764542,0.370433749867719
"268",268,18,9,0.0098229140880468,0.0292280190211709,0.336078681245271
"269",269,18,9,0.00896665638445099,0.0270072074292972,0.332009757318486
"270",270,18,9,0.00884866657599213,0.0256054581768871,0.345577357564311
"271",271,18,9,0.00873598045288556,0.0245577026533633,0.355732805148577
"272",272,17,10,0.00827240222133368,0.0245371267913219,0.337138178063268
"273",273,17,10,0.00834950255594775,0.0219709867876358,0.380024012423803
"274",274,17,10,0.00825662924521895,0.0211827237258536,0.389781283657195
"275",275,17,10,0.00835761203912713,0.025139019146958,0.332455772847385
"276",276,17,10,0.00887343970733052,0.0231221083034053,0.383764299989188
"277",277,17,10,0.00949382185913026,0.0246593912016841,0.384998225685388
"278",278,17,10,0.00938678991198818,0.02766474128996,0.33930517598568
"279",279,17,10,0.0100921618149174,0.0302280388350259,0.333867568121006
"280",280,17,10,0.0105297576906975,0.0340587311033014,0.30916470900693
"281",281,17,1,0.0105415324428507,0.0358765318779822,0.293828078998911
"282",282,16,1,0.0109867052883207,0.0339076513274229,0.324018469525642
"283",283,16,1,0.0122316328850752,0.037468092188714,0.326454649024259
"284",284,16,1,0.0122012742121113,0.0360202368369874,0.338733869722433
"285",285,16,1,0.0123467082785927,0.0372622271831884,0.331346492465249
"286",286,16,1,0.0120304788096234,0.0359466426788578,0.33467600624353
"287",287,16,1,0.011966188686542,0.0344839699061989,0.347007282487823
"288",288,16,1,0.0116697096425617,0.0322264287266078,0.362116129638857
"289",289,16,1,0.012469993731732,0.0285316533934936,0.437058223011207
"290",290,17,10,0.0125418276296982,0.0283791319682827,0.441938380769195
"291",291,17,2,0.0125111288552813,0.0311062865384578,0.402205799776625
"292",292,17,2,0.011469861425684,0.0311512738692714,0.368198792570029
"293",293,17,2,0.0118492134600316,0.0300628693058833,0.394147788737942
"294",294,16,3,0.0112650930839494,0.03157841250296,0.356733989806911
"295",295,16,3,0.0126044419491071,0.029472228083934,0.427671837813243
"296",296,16,3,0.0132254436186389,0.029343455254653,0.450711870973059
"297",297,16,3,0.0134030132216705,0.0319193716797272,0.419902163368183
"298",298,16,3,0.011590363460589,0.0343137674720481,0.337775893306687
"299",299,16,3,0.0111262235536046,0.0379474364113344,0.293200927540954
"300",300,17,1,0.0113534582526247,0.0363826736443435,0.312056732377882
"301",301,17,1,0.0110767451992417,0.035843817843182,0.309028051858283
"302",302,17,1,0.0103149707211279,0.034970869041072,0.294958947374551
"303",303,18,9,0.00987186025623685,0.0328262013989836,0.300731118299375
"304",304,18,9,0.00847435751502799,0.0350359361375123,0.241876154864738
"305",305,19,8,0.00800213876537412,0.036002634592935,0.222265366294733
"306",306,19,8,0.00769961174661465,0.0346568536654918,0.222167073241309
"307",307,19,8,0.00781357573124546,0.0356043386464337,0.219455718833528
"308",308,19,8,0.00791895571632713,0.0333080234910703,0.237749193327252
"309",309,19,8,0.00735805574505421,0.0361794323855392,0.203376760216813
"310",310,20,7,0.00738797887345701,0.035674149109307,0.20709614827308
"311",311,20,7,0.00754889588641459,0.0374039746065368,0.201820687930189
"312",312,19,2,0.00756600844856556,0.0401752522239206,0.188325101393158
"313",313,19,2,0.00774021271860344,0.0372717858699185,0.207669488808972
"314",314,19,2,0.00777697582598283,0.0372717858699185,0.20865584099257
"315",315,20,2,0.00784446303284749,0.0394790346512776,0.198699464212802
"316",316,21,2,0.00800839508504506,0.0379387089592281,0.211087707113373
"317",317,21,2,0.00839674407168972,0.0296491271831609,0.283203752333682
"318",318,20,4,0.00869419233981613,0.0239202220228252,0.363466205770162
"319",319,19,4,0.00912311266707215,0.0250720670733809,0.363875568790185
"320",320,19,4,0.00903271902549859,0.0297264343991318,0.303861502668561
"321",321,20,2,0.00882847589048635,0.0305163088238379,0.28930353082513
"322",322,20,2,0.00996530510739454,0.0320599153165064,0.310833793820528
"323",323,19,2,0.00995414333181602,0.0330228662111832,0.301431840233331
"324",324,17,2,0.0100024858982045,0.031022230863335,0.322429613210904
"325",325,16,2,0.010947745471852,0.0303694060355714,0.360485992351284
"326",326,16,2,0.0110291937970723,0.0347820606060819,0.317094318303378
"327",327,17,10,0.0105809917086631,0.0360894827271424,0.293187679875093
"328",328,16,1,0.0105025131466955,0.0349065186693441,0.300875410870439
"329",329,15,1,0.0110275969201019,0.0301475643221907,0.365787325378881
"330",330,15,1,0.0111873651673434,0.0288589612645473,0.387656543310409
"331",331,15,1,0.00972870623212706,0.0268781669857035,0.361955718085306
"332",332,15,1,0.011449178324241,0.0249857865190307,0.458227653370873
"333",333,16,1,0.0111280792508276,0.0256213083016769,0.434329079522426
"334",334,15,2,0.0104998765273684,0.0246025905567736,0.426779306152277
"335",335,15,2,0.0095061727518942,0.0205589994095323,0.462384990754297
"336",336,15,2,0.00995642367426321,0.0168069062096792,0.592400739913051
"337",337,17,1,0.0116378863141728,0.0168190111610808,0.691948307942314
"338",338,18,1,0.011509666500161,0.0176851467648878,0.650809781404379
"339",339,19,1,0.0116764175915954,0.0174257144615025,0.670068226894878
"340",340,19,1,0.0122898047683056,0.0181447597757267,0.677319783794901
"341",341,19,1,0.0108503107429051,0.0205042698066483,0.529173232952048
"342",342,19,1,0.0106624686978774,0.0220938894693624,0.482598082726136
"343",343,20,7,0.0103104353248669,0.0278781812880955,0.36983887931275
"344",344,20,7,0.0103376193343061,0.0274208670588665,0.376998266032709
"345",345,19,2,0.0100122161680435,0.0302684532656516,0.330780568143708
"346",346,18,2,0.00786606672820278,0.0302488905531478,0.260044801126903
"347",347,18,2,0.00764084835925906,0.0276441577762234,0.276400113944904
"348",348,16,2,0.00741433614564956,0.0265146308564521,0.279631882706198
"349",349,16,2,0.00629740479791377,0.0258239722941757,0.243858873692103
"350",350,16,2,0.00660244156207381,0.0230206477130827,0.286805203935319
"351",351,17,2,0.0104961490977929,0.0205810513539667,0.509990909466824
"352",352,17,2,0.010499285162828,0.0157993158281905,0.664540495107663
"353",353,17,2,0.0105211068351831,0.020407897346935,0.515540952422677
"354",354,18,9,0.0106065887560561,0.0221831335581117,0.478137533106887
"355",355,18,9,0.0109748728639749,0.0196638851017014,0.558123321368739
"356",356,19,8,0.010692736305681,0.0212173392029072,0.503962169969732
"357",357,20,7,0.010719952003603,0.0195693063373662,0.547794174141676
"358",358,20,7,0.0107533209911793,0.0216173029588539,0.497440453679493
"359",359,20,7,0.0110847268773124,0.0225107760638531,0.492418690758148
"360",360,18,2,0.0080390783212241,0.0225107760638531,0.357121331508998
"361",361,18,2,0.00802298401020358,0.0236654694398269,0.339016474217985
"362",362,18,2,0.00838919527098899,0.0197804562505726,0.424115357336419
"363",363,18,2,0.00805278551665195,0.0196242899903534,0.410347865864723
"364",364,17,2,0.00816152198225168,0.0262238955085045,0.311224622581526
"365",365,16,2,0.00865033858535298,0.0276769690246818,0.312546456139716
"366",366,16,2,0.00817990694696057,0.0277962867008771,0.294280564702279
"367",367,15,2,0.00855094792664098,0.0251054629430115,0.340601085351476
"368",368,14,2,0.00836465090448859,0.0262048167842738,0.319202800513699
"369",369,14,13,0.00850205521716801,0.0262498487225616,0.323889684356945
"370",370,14,13,0.00866196217004635,0.027200625729724,0.318447165742251
"371",371,14,13,0.00814801187873965,0.0280176609976641,0.290816991447608
"372",372,14,13,0.00838689290298815,0.0270303294971213,0.310277124216386
"373",373,15,12,0.00792616722773993,0.0265767320253573,0.298237090255395
"374",374,15,12,0.00754928987494229,0.0262111024269849,0.288018785015702
"375",375,15,12,0.0074041835779674,0.0281296784980925,0.26321607545104
"376",376,16,11,0.0185285996521951,0.0338824843475272,0.546848910550663
"377",377,17,10,0.0175341086263282,0.0352289447362036,0.497718814958115
"378",378,18,9,0.0241871700593793,0.0367725963177823,0.657749859443105
"379",379,18,9,0.0266125653859873,0.0342646654003679,0.776676645606513
"380",380,18,9,0.0291724152701202,0.0367434869185116,0.793947927011332
"381",381,18,9,0.0289544396166228,0.0353094630942136,0.820019254876968
"382",382,18,9,0.0300531962317721,0.0335378810783663,0.896097048037957
"383",383,18,9,0.0360191939808161,0.0322923110219955,1.11541084675798
"384",384,18,9,0.0417113725051994,0.030433411408986,1.37057827479976
"385",385,18,9,0.0325805382302384,0.0249848727265561,1.30401057419072
"386",386,18,9,0.0400794621896087,0.0254561019196456,1.57445402741248
"387",387,18,9,0.0410674001445349,0.0247023563507581,1.66248917963142
"388",388,18,9,0.0443957378934985,0.0256653525539013,1.72979263776956
"389",389,18,9,0.0456492193769764,0.02506294235053,1.82138308976365
"390",390,18,9,0.0499399711274278,0.0285015364748836,1.7521852259241
"391",391,18,9,0.056960678338818,0.0282165536270327,2.01869721907665
"392",392,18,9,0.0557764612788601,0.0301496449700013,1.84998733266535
"393",393,18,9,0.0585801253623491,0.0357116145636377,1.6403661967722
"394",394,18,9,0.0641017183046915,0.0374664012368254,1.71091207558218
"395",395,18,9,0.061247830748945,0.0378328925928204,1.61890425371725
"396",396,18,9,0.0614358494153487,0.0402387112349672,1.52678471874023
"397",397,18,9,0.0650535522427828,0.0409272283277311,1.58949322739024
"398",398,18,9,0.0609349073140782,0.0400435206343136,1.52171703059153
"399",399,18,9,0.0605655630024253,0.0388166241533762,1.5602995964593
