"","pos","gene.vector","D75046","D75054","D75064","D75066","D75077","D75079","D75150","D75173","D75201","D75211","D75224","D75239","D75240","D75251","D75290","D75292","D75315","D75327","D75338","D75366","D75383"
"41",304,"5' UTR",NA,NA,NA,0.00712849482956722,NA,NA,8.14604961382163e-05,NA,NA,NA,0.00268466936552611,NA,NA,0.00320769434076595,0.0015355081841642,0.00313558453447231,NA,0.00359227442843569,0.00141894253005616,0.0114390995037588,NA
"42",305,"5' UTR",NA,NA,NA,0,NA,NA,0.000108570633583049,NA,NA,NA,0.00108636586475136,NA,NA,0.00488100311792019,0.00225281503058763,0.00337477590258981,NA,0.00746708829531947,0.0034461241481233,0.00241108926344572,NA
"43",306,"5' UTR",NA,NA,0.00198807157057654,0,NA,NA,0,NA,NA,NA,0.00374330328738888,NA,NA,0.0012012012012012,0.000682360968952576,0.00497821307208049,NA,0.00584793439844684,0.00224797947487377,0.002320184050858,NA
"44",307,"5' UTR",NA,NA,0.00197433366238894,0.00246229539046162,NA,NA,5.42818176191657e-05,NA,NA,NA,0.00270149498787971,NA,NA,0,0.0027116323248489,0.00200328434667387,NA,0.00292397347645452,0.00280205997267319,0.00231951231664407,NA
"45",308,"5' UTR",NA,NA,0.00785074279508165,0.0109888375951239,NA,NA,0.000162870501470206,NA,0.00383141057373625,NA,0.00268236389281247,NA,NA,0.0023837885302058,0.00126782858812686,0.00319701105017219,NA,0.0115782962625188,0.00445790015350265,0.00345754540232983,NA
"46",309,"5' UTR",NA,NA,0.00393120107774139,0.0182052266281124,NA,NA,0,NA,0.00189035916824197,NA,0.00188454226169743,NA,NA,0.0035692963843482,0.0031316506289744,0.00381522306152618,NA,0.00291226676915694,0.00390220061999123,0.00690044864896164,NA
"47",310,"5' UTR",NA,NA,0,0,NA,NA,2.71621034332899e-05,NA,0,NA,0.00219012925396048,NA,NA,0.00118906064209275,0.00125195593601454,0.00325357700651131,NA,0.00144822592324403,0.00111436126675929,0.00114351057747284,NA
"48",311,"5' UTR",NA,NA,0,0,NA,NA,2.71750207209533e-05,NA,0,NA,0.00110177636377575,NA,NA,0.00117370892018779,0.00122511462445843,0.00232295921709064,0.00199203187250996,0.0014265335235378,0.00164009073453447,0.00111482720178372,NA
"49",312,"5' UTR",NA,NA,0,0.00112866817155756,NA,NA,0,NA,0.0017905102954342,NA,0.00318789793221606,NA,NA,0.00115874855156431,0.00183131496360406,0.00273477922560477,0,0,0.0010764261087689,0.00215691513979779,NA
"50",313,"5' UTR",NA,NA,0.00169204737732657,0.0066976141043062,NA,NA,0.000599054729137799,NA,0.00518880310908041,NA,0.00415349763514998,NA,NA,0,0.00239879800614332,0.00945370474001491,0.00394087902630692,0.00126023944549464,0.00289353955175823,0.00468032361546651,NA
"51",314,"5' UTR",NA,0,0,0.0056418892257884,NA,NA,0.000191979563103319,NA,0,NA,0.00521192405691978,NA,NA,0.00265447412201406,0.00358904831845742,0.0032849112906016,0.00393894346148988,0.00555060560773783,0.0029339537902498,0.00162965960547287,NA
"52",315,"5' UTR",NA,0.00522040529908351,0,0.00397803449681957,NA,NA,0.000137722455919404,NA,0.00340715006881221,NA,0.00197222366473658,NA,NA,0.00262008433193392,0.00716413290723974,0.00488029941215125,0.00392540949245923,0.00876163923939871,0.00124292208224449,0.00481700336520623,NA
"53",316,"5' UTR",NA,0.0307096716108848,0.0433239821063007,0.0395756649170835,NA,NA,0.0948341348151008,NA,0.0182558538858869,NA,0.0106678580562649,NA,NA,0.0241918728878333,0.0285521386521757,0.020667728923632,0.0295795795795796,0.00763115202251521,0.0237460776908514,0.0221698817648853,NA
"54",317,"5' UTR",NA,0.00173010380622837,0.0146766703124095,0.0164485251510634,NA,NA,0.488988127429343,NA,0.00810105816198424,NA,0.00886659774194508,NA,NA,0.00699640862038691,0.0113945403387954,0.00912757461017563,0.00390624252754169,0.00974131865500563,0.0115136133748825,0.00793299075870948,NA
"55",318,"5' UTR",NA,0.00691440275495735,0.0146971137301401,0.010148488409358,NA,NA,0.00399549774887444,NA,0.00446095169188806,NA,0.00249503288021659,NA,NA,0.0060994321809854,0.00653463125044107,0.00486838750476006,0.00556069477677118,0.00108108108108108,0.00862439675178444,0.0118235330794795,NA
"56",319,"5' UTR",NA,0,0.00184331797235023,0.00545533631994479,NA,NA,NA,NA,0.00136332651670075,NA,0.000717295777547593,NA,NA,0.00434366022083238,0.0127025996108019,0.0020012899274609,0.00519779319649224,0.00323391730137024,0.00287651287397268,0.00473247060306855,NA
"57",320,"5' UTR",NA,0.00338695533416713,0,0.00536749219410665,NA,NA,NA,NA,0.00133689839572193,NA,0.00108767890256106,NA,NA,0.00516201399515667,0.00592362023088854,0.00120887049544049,0.00512380327407807,0.0021248335471726,0.00406304821360772,0.0054696443321324,NA
"58",321,"5' UTR",NA,0.00505900025130794,0.0108155433546349,0.0181737391432301,NA,NA,NA,NA,0.0158768127305088,NA,0.0168225295574999,NA,NA,0.00950160734835079,0.00768925386456484,0.0105852738291322,0.0101136661074185,0.00947468888602538,0.0108958216016798,0.013869691754593,NA
"59",322,"5' UTR",NA,0.00841886189987456,0.00538113983206965,0.00910891089108911,NA,NA,NA,NA,0.00396737391578754,NA,0.00171004057583839,NA,NA,0.00606095952650165,0.00767129380738323,0.00243708299149811,0.00843020054265661,0.00218878199767273,0.00581598877489019,0.00467895841468177,NA
"60",323,"5' UTR",NA,0.00159235668789809,0,0,NA,NA,NA,NA,0,NA,0.0111728453496642,NA,NA,0.00253878560764268,0.00175472754973626,0.00062186533846017,0.00166251039068994,0.00106496272630458,0.00203881821302091,0,NA
"61",324,"5' UTR",NA,0.0150698153864207,0.0164193493610285,0.00542715091797418,NA,NA,NA,NA,0.00900806221568304,NA,0.00587896321682558,NA,0.00590547731560717,0.00754041843723618,0.012532645821605,0.00509780747473578,0.00987634066812952,0.0162422397606682,0.00978402053510408,0.00726104966259955,NA
"62",325,"5' UTR",NA,0.00692034573613521,0.00248369999498164,0.00861301693960514,0.00793641354978098,NA,NA,NA,0.00384532726864016,0.00599199199199199,0.026661600242751,0.00194931773879142,0.00156739811912226,0.00142959220051322,0.00895847456404783,0.0729604570229487,0.00326796948289267,0.00394445370299284,0.00620691039441779,0.00344167774451537,NA
"63",326,"5' UTR",NA,0.00794479096305957,0.00968434114940151,0.00745099602177328,0.00968035908081965,NA,NA,NA,0.00509147253547691,0.00589196261971678,0.0189172065835172,0.0133455280887297,0.0122053827603809,0.0069897777846553,0.00949329435333422,0.00940279202661265,0.00973090592971696,0.0131348368811433,0.0147905438411591,0.0117894086670254,NA
"64",327,"5' UTR",NA,0.00559593567632453,0.00596371780067286,0.00926283537666567,0.0171258868173569,NA,NA,NA,0.0037609648863716,0.00762622704858792,0.00133422281521014,0.00188857412653447,0.00151515151515152,0.00885152285004837,0.00809476905532232,0.00769504961722263,0.00803982220373788,0.00762015300440529,0.00657690024119536,0.00834190922236716,NA
"65",328,"5' UTR",NA,0.00774575362433926,0.0129021261201091,0.0115418870424802,0.0132320115189951,NA,NA,NA,0.00782549744972628,0.0104527214308369,0.00505288272924523,0.00744008290328414,0.00600035023697486,0.00338386050753086,0.00452103084378357,0.00236431527657873,0.00296515611128367,0.0097923725102646,0.00769739370660208,0.00986536169304624,NA
"66",329,"5' UTR",NA,0.0066224556771654,0.00938948866479136,0.0105486557165787,0.0169960581758869,NA,NA,NA,0.00896845072421887,0.015564384909373,0.00516126442616055,0.00741419555632403,0.00149476831091181,0.00540354518235475,0.00624142188615478,0.00578657455783167,0.00810891265950902,0.00829355762163646,0.00563012519049947,0.00711916482309232,NA
"67",330,"5' UTR",NA,0.00753958031981295,0.00801629637347658,0.00846274708791233,0.00368662966408057,NA,NA,NA,0.0100571157028348,0.00891290673929545,0.0110839430781927,0,0.00583832783617175,0.00334806081647657,0.00750987438700949,0.0145937799360957,0.00971851922322246,0.00522190145324656,0.00557521817725767,0.00706191553772755,NA
"68",331,"5' UTR",NA,0.016952380952381,0.0245908034040246,0.0387656968389668,0.0233782777731822,NA,NA,NA,0.00470154827953828,0.00220082480925377,0.0020125782338473,0.00184162062615101,0.0058181632865403,0.00661786097889019,0.0103604237979569,0.0110547881515743,0.00193845374110288,0.0241784276510649,0.0084315878773867,0.0175701311660849,NA
"69",332,"5' UTR",NA,0.00316956678670058,0.00664445678326855,0.00853333848404415,0.00714760158258007,NA,NA,NA,0.0115000676405797,0.00533330284642889,0.0059636888420409,0.0162298736685658,0.0028673805592834,0.0123154419045982,0.0101874069096865,0.00928982239293698,0.00285850014742981,0.0101956672626777,0.0115129393832793,0.00899441553657845,NA
"70",333,"5' UTR",0,0.00424902950847718,0.00342817155381522,0.00472322242270004,0.00571424820383554,0.00272016226504216,0.00344233567970537,NA,0.00114975548676648,0.0021197656331309,0.00198314230572295,0.00128369704749679,0.00305654133147395,0.00239520682662693,0.00349412394654182,0.00237445577170268,0.00376824240697374,0.0029502123057901,0.00443927642101053,0.00316566299578154,0.00356823694625303
"71",334,"5' UTR",0.0190496187793942,0.0105758479781393,0.0129941560673771,0.0132224064261826,0.00570839433582838,0.00814563652450368,0.00344530064562197,NA,0.00745126307008237,0.00316121706021843,0.00796357910686418,0.00255590845200636,0.00506789243425378,0.00621513592723528,0.00983574971326932,0.00627308665626179,0.00757523465361945,0.00982216904155631,0.00944899261536495,0.00876038746053192,0.0123719269157968
"72",335,"5' UTR",0.0051992832319722,0.0105369198236033,0.00409951708264811,0.0082070373518145,0.0225437332997979,0.00811347815633921,0.00343790097128472,NA,0.00740731294143653,0.0135269966732397,0.00496227013849276,0.00887746455460638,0.00903597921038505,0.0108917036967614,0.0047355710020246,0.00345152266407702,0.00188946538140119,0.010747135889853,0.00769123593133848,0.32508211590397,0.0122896401213553
"73",336,"5' UTR",0.0120271143732749,0.010485362080329,0.015538238416754,0.0401326784800677,0.0191097425924425,0.0133570118227178,0.00687133917730724,NA,0.0100836580118634,0.0132738001797373,0.0156849840956455,0.0201811177668865,0.0139820961394549,0.0141181414739107,0.0087218416465739,0.0126405243379208,0.00845412399055982,0.0145758104665089,0.0108872991713747,0.00869025304298938,0.00524473109433302
"74",337,"5' UTR",0.00409462553552286,0.0075898972615408,0.00819869868853026,0.00590717141996014,0.00676777850828186,0.00512240784775639,0.00430930597003346,0.0160762209725786,0.00740927245170495,0.00291781273024921,0.000963391136801541,0.00275988609266804,0.00496250807363152,0.00642567061516763,0.00876677594387598,0.00739891909681842,0.00360035125774573,0.00569552010031232,0.00588620266975949,0.00633710815821307,0.0101168318427202
"75",338,"5' UTR",0.00668443188172826,0.0116518033926305,0.00591481871230916,0.00605912397248502,0.00249861053216618,0.00603617122941573,0.00285408381768125,0.0126766818078006,0.00365057624088072,0.0104896291283112,0.00190113982426446,0.00180098981360811,0.00891594714157693,0.010406472770836,0.00461276066941857,0.0059025214003569,0.00444047975394635,0.00595962120851976,0.00758203156082928,0.00752250670995403,0.0111444953205348
"76",339,"5' UTR",0.00785247379205636,0.0113632822643469,0.00739935540893232,0.0149537835286922,0.0122093050520777,0.00986326737572322,0.0265454838635827,0.0108440306920252,0.00883240228780251,0.012274915929401,0.00380046473271076,0.00175669673033469,0.00669922280803826,0.00798518124873323,0.00774289993225584,0.00711006793196658,0.00793952998233222,0.00942479064761856,0.00985811802788522,0.00814215757311406,0.00363635559799813
"77",340,"5' UTR",0.00919989498779966,0.00366624769602133,0.00811218064258111,0.00688410138638148,0.00358293595199329,0.0115346906507983,0.00638156865347263,0.0733999192681263,0.0256616601554742,0.0426783635048602,0.425420565545159,0.00158165233202927,0.00608082476067213,0.0060364393072643,0.0169641652635653,0.0128274872225447,0.019464774336075,0.00778699370820665,0.0138754728826861,0.0214908071761502,0.00870914696200529
"78",341,"5' UTR",0.0202059603682322,0.00631368702812599,0.00755424063116371,0.00854981284763957,0.00773156887132508,0.00793994356009754,0.00126342387871131,0.00517127324134735,0.00576319520367187,0.00864929802362015,0.00161225259925308,0.00386966171996312,0.00419268081577204,0.0087177684013127,0.00760184571349036,0.0054977196540381,0.00672688601175819,0.00672067355899738,0.00646301042795675,0.0086705570340331,0.00430048813061798
"79",342,"Core",0.00444875954612851,0.00846283682325413,0.00979156088838846,0.00631229000702095,0.00278163712288166,0.00435956915135932,0.00627347605986123,0.00764808969569635,0.00525181699603353,0.00689204967229565,0.00558179105936186,0.00766072232618278,0.00949332993096018,0.00617628586556359,0.00459318888616645,0.00529040768379391,0.00585279961199239,0.0154457206155251,0.00688960484787505,0.00659579620462287,0.00745013820504946
"80",343,"Core",0.0066127501975344,0.00793105913135702,0.00647832007577083,0.00624918844838901,0.00683452063376225,0.00604710721644459,0.00501250761024205,0.00504729439591994,0.00709347589655857,0.00596501604617794,0.00788943502426252,0.00831718462508602,0.00176366751466694,0.00580000408183976,0.0080044112779783,0.00662616894612334,0.0115781726959433,0.00776971760515695,0.00667684831959869,0.0069574769784522,0.00939387849456343
"81",344,"Core",0.0207487289645759,0.00965080521315116,0.00966071774385862,0.0172639634977853,0.0129051486267903,0.00774928571055866,0.00502747953895881,0.00627664248310911,0.00331506075175184,0.00255065748391359,0.00315955173155948,0.00302228679122256,0.00235155668622259,0.00366034423270169,0.00905236400940591,0.00783392776948198,0.00664034072772318,0.00745664035750563,0.00617465841029526,0.0112706471822102,0.0165518197738886
"82",345,"Core",0.0217099395258118,0.0123215810662437,0.00888000908928085,0.00870526571617901,0.0071798730328179,0.00826092130251549,0.0111314156377837,0.0141276130618937,0.00675275213163159,0.0104706504841272,0.0093883344766737,0.00728298433420435,0.00741984705788602,0.00902090386344688,0.0124085845166586,0.0135402224254403,0.0110887889464699,0.0137586337057972,0.0118879974887483,0.0117855312545134,0.00696856812683073
"83",346,"Core",0.00413649133445851,0.00466333835150561,0.00751676180321994,0.0057779525342854,0.0032539326224311,0.00902232455226371,0.0037082733041106,0.00467834329507284,0.00449032529799662,0.00402997772084542,0.00232108108399884,0.00362949413743839,0.0045287087210308,0.00550843523478299,0.00632186907746607,0.00470779550224567,0.00553982549754151,0.00477177906141686,0.00497739141984179,0.00792277313751586,0.00690668769994268
"84",347,"Core",0.00308641484025933,0.00464489735139282,0.00440817989588968,0.00503704759688525,0.00902735680056621,0.00570296172324499,0.00247524562554429,0.00575039305432293,0.0057954837384523,0.00480735463076385,0.00308999059060766,0.00360489326778034,0.00451083407965798,0.00489824143127698,0.00829442055097984,0.00488461896158483,0.00157356363512412,0.00564292303058306,0.00529748429944855,0.00663497166778745,0.00295663376760868
"85",348,"Core",0.00308165920848012,0.00967068744629388,0.0105465050591308,0.00896518892011402,0.00773664559671843,0.00648951751819267,0.0111032495423261,0.0102737292551596,0.0128680221251634,0.0127436082519477,0.00694232062208837,0.00788985220603654,0.00786933289421243,0.00632307630348342,0.00753447893085467,0.0074924461011748,0.010970632803131,0.00592870184590912,0.00833050185687314,0.0305266873690069,0.00392685525428888
"86",349,"Core",0.00714642458428815,0.00462740072389727,0.0078824361751191,0.00484124064299604,0.00386721317387263,0.00486024328898872,0.0543719527965752,0.00224971735945287,0.00440517350027456,0.00712833431632335,0.00687803191877103,0.00643770858654575,0.0134232462160055,0.00688262855404067,0.00546579933242742,0.00612580248217058,0.00543474803592065,0.00561540530009933,0.00421881077707152,0.315948393160412,0.005858867997544
"87",350,"Core",0.0183020237885389,0.00797536252755653,0.0165638240149617,0.0128656977612159,0.0134834337819692,0.00889500862850384,0.00497200917121542,0.0254807059817342,0.0048424964950944,0.0265993430958164,0.00306836374572119,0.0028640445672149,0.00672688341600777,0.00401770134695637,0.0111549560912482,0.0222991281312202,0.00698000953797632,0.0123846495777152,0.00900347689651132,0.267352729755276,0.0116781538058939
"88",351,"Core",0.00917525719276775,0.0112519974310652,0.0191029840796519,0.00714707094179393,0.0077018870546125,0.00484618336456946,0.00373288641116064,0.101408491591325,0.00783413170626107,0.0302381024232731,0.0106586667508025,0.0127972237364392,0.00616179930405205,0.0119943084736974,0.0168492156011868,0.00845961225560832,0.0130839386553766,0.0117705010177353,0.00747209843387074,0.00757891719548062,0.00680409689049164
"89",352,"Core",0.00702451128711245,0.00868439083834899,0.00778678053324651,0.00550069922949488,0.00699941398265495,0.00954254255915266,0.00863577843852497,0.0978828605302803,0.00863652536106372,0.0293082700034083,0.00303576190437711,0.00212841272146384,0.00719401732438712,0.00961921971277782,0.0060671456373515,0.00603430190545562,0.0129942822679491,0.00989280464693926,0.00855486141374096,0.00892503766514542,0.00674834163391963
"90",353,"Core",0.00894178451193505,0.0180409431738354,0.0273675813799964,0.0185882187650596,0.0286896171879902,0.0220263732848743,0.013332787690293,0.0126178304919712,0.0128777190806813,0.00690413472637405,0.0120649004076888,0.00419872489724406,0.00656434659400873,0.00785068541969796,0.014436140721082,0.0107327906183477,0.0114498656138379,0.0126284385730303,0.0180068216365982,0.0106261830437281,0.00573565237825106
"91",354,"Core",0.0253802620621675,0.00326455065989373,0.00643579944652902,0.00664421564260084,0.0050054571586034,0.00629268388139227,0.00120627261761158,0.00414024287061137,0.00682149833259379,0.00531104512840835,0.00301176157801195,0,0.00217199366901716,0.00223889583840818,0.00480409730995333,0.00399385179859682,0.00683596271715084,0.00658343354531252,0.00841645337035841,0.00673023978772735,0.00566659249113811
"92",355,"Core",0.0104272760332061,0.0039831792487179,0.00660803052062401,0.0124472188065919,0.00660008409478296,0.00456590619566127,0.00117096018735363,0.00309437359467866,0.00763348197505135,0.00902891833312979,0.00224943665559917,0.00336224355073227,0.00263629406328972,0.00512122870362662,0.00526783570315434,0.00526038939043437,0.00527645956577127,0.00696991749018284,0.00474209309819402,0.00622999999643962,0.00725290157366486
"93",356,"Core",0.0102846130074844,0.00825897502019645,0.0118163636215673,0.0131400622133848,0.0183529941839567,0.0310867152330567,0.00466199513501326,0.00819035023608163,0.0137853887893899,0.00891825043643478,0.00595567481503337,0.00728865452369359,0.00314039750448864,0.0101644532209497,0.00904459045304988,0.00692297330378997,0.00599052202074909,0.0124212925311392,0.0100419759337788,0.0100234612328358,0.00807487322347723
"94",357,"Core",0.00368620552841431,0.00691718919175734,0.0123377981664611,0.00528045558019866,0.0115601909570158,0.00939942825284984,0.00458450908098134,0.00392926738316306,0.00528981656867537,0.00654700127876728,0.00652800634480024,0.00649621289210898,0.0102419031413917,0.00365916265812682,0.00622455090988388,0.00927353481199626,0.00583511311950935,0.00594379639351361,0.00565233982727685,0.0067233943664863,0.00872057294807515
"95",358,"Core",0.00534517960824348,0.00894584902484289,0.00696028375969114,0.0107086631343013,0.011700137493814,0.0112099548178392,0.00786948445391685,0.00870812489291838,0.00901160599195947,0.00773305929424004,0.00972517111846892,0.00380931396974178,0.00798905599829762,0.00710392810693045,0.00971469045195192,0.00806955535570942,0.00980302007865355,0.00947997939743647,0.00907045241733077,0.017158699571151,0.0133646776618456
"96",359,"Core",0.00884006161994346,0.00850375137149784,0.0214912817743507,0.0117864830931907,0.017652108173419,0.0124816991352387,0.00782112577934604,0.0067081626431987,0.0178814945729094,0.00907710714523445,0.00483422982533677,0.0056935725217996,0.00496732560140328,0.00985627307071231,0.01034742255111,0.0105685122444561,0.0187744681351715,0.0174972075576861,0.0683375683862254,0.0162830015055476,0.0132721411235777
"97",360,"Core",0.00352538883423119,0.00405426963077083,0.00269023409560211,0.00445324776350725,0.00331033724709521,0.00483256114010908,0.00443949518364238,0.00286259150093708,0.00506304540220588,0.00210010345881345,0.0245445599109809,0.00125687343397147,0.000986679702237554,0.00277423904491194,0.00154420626643113,0.0025551316361098,0.0027950014308881,0.0020884981991449,0.00426174354218807,0.00312504375286444,0.00082815734989648
