"","comb","piT","piS.ave","Fst"
"34","D75054- D75292-",0.0501695202966301,0.0124913210042042,0.751017730878259
"35","D75054- D75315-",0.0491125765052385,0.0123033273706755,0.749487234306203
"36","D75054- D75327-",0.0469623482804637,0.012855922612637,0.726250430752308
"37","D75054- D75338-",0.0483107607530481,0.0105628978212571,0.78135517519064
"38","D75054- D75366-",0.0469528157116537,0.0131394004908411,0.720157347505362
"39","D75054- D75383R",0.0397798008560236,0.0122975881478899,0.690858478844603
"40","D75064- D75066-",0.0468651109549921,0.0124306877612896,0.734756036890051
"41","D75064- D75077-",0.0434699373008793,0.0116891292390655,0.731098548448355
"42","D75064- D75079-",0.0465493964804415,0.0126469553268376,0.728311078487313
"43","D75064- D75150-",0.0353565439410635,0.0101140550579214,0.713941071989936
"44","D75064- D75173-",0.0231903810615853,0.01237564565358,0.466345739610112
"45","D75064- D75201-",0.0424377798234882,0.0116736262606327,0.724923728121808
"46","D75064- D75211-",0.0427597023423007,0.0112458994870971,0.736997713476318
"47","D75064- D75224-",0.0421831006776131,0.0104664650984395,0.751880138484126
"48","D75064- D75239-",0.0411780380017134,0.0106123239738436,0.742281942296472
"49","D75064- D75240-",0.0431646545495708,0.0106916830602431,0.752304676782144
"50","D75064- D75251-",0.0442443339775754,0.010622823448046,0.759905450188716
"51","D75064- D75290-",0.0469065645113775,0.0115090256483887,0.754639339540691
"52","D75064- D75292-",0.0479452735135649,0.0125158423582965,0.738955658376722
"53","D75064- D75315-",0.0418232889156333,0.0123278487247678,0.705239615429676
"54","D75064- D75327-",0.0399534321877766,0.0128804439667294,0.677613580075106
"55","D75064- D75338-",0.0417109481124548,0.0105874191753494,0.74617169701333
"56","D75064- D75366-",0.041902586017422,0.0131639218449334,0.685844643586908
"57","D75064- D75383R",0.0311200878773943,0.0123221095019823,0.60404644258948
"58","D75066- D75077-",0.051671253276769,0.011120467493833,0.784784250649621
"59","D75066- D75079-",0.0522440328030561,0.0120782935816052,0.768810083495341
"60","D75066- D75150-",0.0413264830047789,0.00954539331268896,0.769024784625753
"61","D75066- D75173-",0.0440456799100084,0.0118069839083476,0.731937753430735
"62","D75066- D75201-",0.0485088937847888,0.0111049645154003,0.77107363930689
"63","D75066- D75211-",0.0488763245478631,0.0106772377418647,0.781545813016099
"64","D75066- D75224-",0.0466092227827467,0.00989780335320714,0.78764281482782
"65","D75066- D75239-",0.0487274950686963,0.0100436622286112,0.793881006720094
"66","D75066- D75240-",0.0492335977689385,0.0101230213150106,0.794387942914112
"67","D75066- D75251-",0.0504049522520932,0.0100541617028136,0.80053226412101
"68","D75066- D75290-",0.051297834547358,0.0109403639031563,0.786728543228151
"69","D75066- D75292-",0.0514027213099149,0.0119471806130641,0.76757688486894
"70","D75066- D75315-",0.0483176833685259,0.0117591869795355,0.756627674182008
"71","D75066- D75327-",0.0468956307294936,0.0123117822214969,0.737464193785673
"72","D75066- D75338-",0.0331680817697076,0.010018757430117,0.697939799483153
"73","D75066- D75366-",0.034188501265906,0.012595260099701,0.631593675261176
"74","D75066- D75383R",0.035991549786595,0.0117534477567499,0.673438686957364
"75","D75077- D75079-",0.0512483952893076,0.011336735059381,0.778788487027098
"76","D75077- D75150-",0.0451557149992465,0.00880383479046482,0.805033874657688
"77","D75077- D75173-",0.0464755795366466,0.0110654253861234,0.76190882402234
"78","D75077- D75201-",0.0452046625643821,0.0103634059931761,0.770744754959376
"79","D75077- D75211-",0.0498972634214402,0.00993567921964059,0.800877271851118
"80","D75077- D75224-",0.0480380817451582,0.00915624483098299,0.809396118696895
"81","D75077- D75239-",0.0491897737511355,0.0093021037063871,0.810893545608708
"82","D75077- D75240-",0.0499295032864174,0.0093814627927865,0.812105825708493
"83","D75077- D75251-",0.0472918150765348,0.00931260318058949,0.803082136612469
"84","D75077- D75290-",0.0475090351128551,0.0101988053809322,0.785329140936971
"85","D75077- D75292-",0.0519120943121675,0.01120562209084,0.784142361441705
"86","D75077- D75315-",0.0497714809520206,0.0110176284573113,0.778635711725512
"87","D75077- D75327-",0.045147230673063,0.0115702236992728,0.74372240496744
"88","D75077- D75338-",0.0471289548954376,0.00927719890789289,0.803152882798362
"89","D75077- D75366-",0.0450083132535206,0.0118537015774769,0.736633063525221
"90","D75077- D75383R",0.0394036773384816,0.0110118892345257,0.720536508815346
"91","D75079- D75150-",0.0438803491161396,0.00976166087823696,0.777539124577144
"92","D75079- D75173-",0.047389122796356,0.0120232514738956,0.746286684276415
"93","D75079- D75201-",0.04593943535265,0.0113212320809483,0.753561792955402
"94","D75079- D75211-",0.0489906077253929,0.0108935053074127,0.777640943576897
"95","D75079- D75224-",0.0478858445348381,0.0101140709187551,0.788787876312865
"96","D75079- D75239-",0.0492164830168805,0.0102599297941592,0.79153468177236
"97","D75079- D75240-",0.0498077497289076,0.0103392888805586,0.792416061017952
"98","D75079- D75251-",0.0496407893070117,0.0102704292683616,0.793105036971865
"99","D75079- D75290-",0.0483015608196153,0.0111566314687043,0.769021305328634
"100","D75079- D75292-",0.0510344233822692,0.0121634481786121,0.761661886771938
"101","D75079- D75315-",0.0477703746487784,0.0119754545450835,0.749312107490669
"102","D75079- D75327-",0.0458071585941036,0.0125280497870449,0.726504542705742
"103","D75079- D75338-",0.0484501884668518,0.010235024995665,0.788751595823667
"104","D75079- D75366-",0.0479230046640367,0.012811527665249,0.732664348676298
"105","D75079- D75383R",0.039641811455643,0.0119697153222979,0.69805327045432
"106","D75150- D75173-",0.0476732569448432,0.00949035120497936,0.800929246013977
"107","D75150- D75201-",0.0367331402327867,0.00878833181203206,0.760751959774245
"108","D75150- D75211-",0.0439831818982331,0.0083606050384965,0.809913592476301
"109","D75150- D75224-",0.0387326008814343,0.0075811706498389,0.804269001375717
"110","D75150- D75239-",0.0431149320344472,0.00772702952524301,0.820780663203426
"111","D75150- D75240-",0.0409716321068491,0.00780638861164241,0.809468449016522
"112","D75150- D75251-",0.0363898043608085,0.0077375289994454,0.787370964605167
"113","D75150- D75290-",0.0384254856231299,0.00862373119978812,0.775572616456482
"114","D75150- D75292-",0.0389562684354225,0.00963054790969592,0.752785667198582
"115","D75150- D75315-",0.0449063187327023,0.00944255427616721,0.789727714436525
"116","D75150- D75327-",0.0410382588113787,0.00999514951812872,0.756443138485267
"117","D75150- D75338-",0.0390209957844359,0.0077021247267488,0.802615884809867
"118","D75150- D75366-",0.0401184471988159,0.0102786273963328,0.7437929901575
"119","D75150- D75383R",0.0403338230195182,0.00943681505338162,0.766032219439873
"120","D75173- D75201-",0.0414616305289421,0.0110499224076907,0.733490403857191
"121","D75173- D75211-",0.0451188148249017,0.0106221956341551,0.76457281346201
"122","D75173- D75224-",0.0419606970309498,0.00984276124549754,0.765429033787556
"123","D75173- D75239-",0.0481819625805229,0.00998862012090165,0.792689637658316
"124","D75173- D75240-",0.0450260951515695,0.010067979207301,0.776396794494179
"125","D75173- D75251-",0.0407517522134751,0.00999911959510404,0.75463338256661
"126","D75173- D75290-",0.0417692660780012,0.0108853217954468,0.739393989467779
"127","D75173- D75292-",0.0439994644227898,0.0118921385053545,0.729720834983733
"128","D75173- D75315-",0.0493052690148607,0.0117041448718259,0.762618780798089
"129","D75173- D75327-",0.0468829075396234,0.0122567401137873,0.738566979801146
"130","D75173- D75338-",0.0403680168524437,0.00996371532240744,0.753177983480645
"131","D75173- D75366-",0.0474197792264669,0.0125402179919915,0.735548790050203
"132","D75173- D75383R",0.0446903612157651,0.0116984056490403,0.738234256094724
"133","D75201- D75211-",0.0416878081938615,0.00992017624120783,0.762036512088238
"134","D75201- D75224-",0.0407133720934407,0.00914074185255024,0.775485512927511
"135","D75201- D75239-",0.0437395893259598,0.00928660072795435,0.787684318232895
"136","D75201- D75240-",0.0420500964236789,0.00936595981435375,0.777266626930261
"137","D75201- D75251-",0.0392648847198612,0.00929710020215673,0.763220998393661
"138","D75201- D75290-",0.0439117815185859,0.0101833024024994,0.768096350220058
"139","D75201- D75292-",0.045271764483849,0.0111901191124072,0.752823437743422
"140","D75201- D75315-",0.0433042751971045,0.0110021254788785,0.745934427286888
"141","D75201- D75327-",0.0451942565920659,0.0115547207208401,0.744332098984707
"142","D75201- D75338-",0.0404130974967635,0.00926169592946013,0.770824398446522
"143","D75201- D75366-",0.0419627354692078,0.0118381985990441,0.71788782435952
"144","D75201- D75383R",0.0361764332558097,0.0109963862560929,0.696034537779453
"145","D75211- D75224-",0.04797832379147,0.00871301507901467,0.818396842772491
"146","D75211- D75239-",0.0394966175740998,0.00885887395441878,0.775705503444729
"147","D75211- D75240-",0.0398971153447483,0.00893823304081819,0.775967937441504
"148","D75211- D75251-",0.0444533866127086,0.00886937342862117,0.800479241190467
"149","D75211- D75290-",0.0453005811330247,0.00975557562896389,0.784647892257348
"150","D75211- D75292-",0.0412002509807969,0.0107623923388717,0.738778476279478
"151","D75211- D75315-",0.0471510362835718,0.010574398705343,0.775733482467971
"152","D75211- D75327-",0.0426133825093007,0.0111269939473045,0.738884986544405
"153","D75211- D75338-",0.0474053244839957,0.00883396915592457,0.813650275531666
"154","D75211- D75366-",0.0458669070960473,0.0114104718255086,0.751226482273711
"155","D75211- D75383R",0.0411428856043004,0.0105686594825574,0.743123037499034
"156","D75224- D75239-",0.0431946498249642,0.00807943956576119,0.81295277080608
"157","D75224- D75240-",0.0457200500822118,0.00815879865216059,0.821548781388258
"158","D75224- D75251-",0.0421345896549158,0.00808993903996357,0.807997678244394
"159","D75224- D75290-",0.0448131701367083,0.00897614124030629,0.799698588318492
"160","D75224- D75292-",0.0496630913481951,0.00998295795021409,0.798986376417406
"161","D75224- D75315-",0.0430323985967714,0.00979496431668539,0.772381632535346
"162","D75224- D75327-",0.0388533834300005,0.0103475595586469,0.733676744593186
"163","D75224- D75338-",0.0458883877859548,0.00805453476726697,0.824475533879352
"164","D75224- D75366-",0.0417802000547603,0.010631037436851,0.745548431483881
"165","D75224- D75383R",0.0369002438218745,0.00978922509389979,0.734711099982035
"166","D75239- D75240-",0.0130126432031916,0.0083046575275647,0.361800873359242
"167","D75239- D75251-",0.0451224645977009,0.00823579791536768,0.81747898771054
"168","D75239- D75290-",0.0461379361573279,0.00912200011571039,0.802288509728635
"169","D75239- D75292-",0.0325514679094574,0.0101288168256182,0.688836864322318
"170","D75239- D75315-",0.0489144012889493,0.0099408231920895,0.796771034089396
"171","D75239- D75327-",0.0457956179279633,0.010493418434051,0.770864137032561
"172","D75239- D75338-",0.0425796714918587,0.00820039364267108,0.807410593944131
"173","D75239- D75366-",0.0449118760082764,0.0107768963122551,0.760043505858693
"174","D75239- D75383R",0.0393852688184862,0.00993508396930389,0.747746193758599
"175","D75240- D75251-",0.0451238709502183,0.00831515700176708,0.815725982131707
"176","D75240- D75290-",0.0470932287898073,0.0092013592021098,0.804613965986946
"177","D75240- D75292-",0.0336879391251463,0.0102081759120176,0.696978319923473
"178","D75240- D75315-",0.047222534835728,0.0100201822784889,0.787809309403956
"179","D75240- D75327-",0.0428069411382784,0.0105727775204504,0.753012543309335
"180","D75240- D75338-",0.0446863954225889,0.00827975272907049,0.814714240189418
"181","D75240- D75366-",0.0444903429264246,0.0108562553986545,0.755986250395779
"182","D75240- D75383R",0.0365669136048413,0.0100144430557033,0.72613376223315
"183","D75251- D75290-",0.0461096782211096,0.00913249958991278,0.801939637355096
"184","D75251- D75292-",0.0471060699521065,0.0101393162998206,0.784755631065606
"185","D75251- D75315-",0.0447770943062553,0.00995132266629188,0.777758632611815
"186","D75251- D75327-",0.0427447690261495,0.0105039179082534,0.754264249227139
"187","D75251- D75338-",0.0428462785370744,0.00821089311687347,0.808363914038213
"188","D75251- D75366-",0.0425023048062319,0.0107873957864575,0.746192686828697
"189","D75251- D75383R",0.0312314066088598,0.00994558344350628,0.68155185681951
"190","D75290- D75292-",0.0486055535221541,0.0110255185001633,0.773163400039505
"191","D75290- D75315-",0.0453492914889249,0.0108375248666346,0.761021076387019
"192","D75290- D75327-",0.0451435088253066,0.0113901201085961,0.747690855119994
"193","D75290- D75338-",0.0457524094687722,0.00909709531721619,0.801166858252016
"194","D75290- D75366-",0.0463115733905903,0.0116735979868002,0.747933461721426
"195","D75290- D75383R",0.0288384011171948,0.010831785643849,0.624397150180751
"196","D75292- D75315-",0.0460638565211149,0.0118443415765424,0.742871255881211
"197","D75292- D75327-",0.0417009943187913,0.0123969368185039,0.702718435830735
"198","D75292- D75338-",0.0485259656250635,0.010103912027124,0.79178339066569
"199","D75292- D75366-",0.0446722984985108,0.012680414696708,0.716145908697071
"200","D75292- D75383R",0.0374026493435678,0.0118386023537568,0.683482251617754
"201","D75315- D75327-",0.0459535319000687,0.0122089431849752,0.734319807854487
"202","D75315- D75338-",0.0448158154262699,0.00991591839359528,0.778740645477962
"203","D75315- D75366-",0.046559628281531,0.0124924210631793,0.73168984538189
"204","D75315- D75383R",0.0416958409146314,0.0116506087202281,0.720581034830747
"205","D75327- D75338-",0.0412298171856349,0.0104685136355568,0.746093619857132
"206","D75327- D75366-",0.0468177714387791,0.0130450163051408,0.721366141440564
"207","D75327- D75383R",0.0401795057198656,0.0122032039621896,0.696282874974341
"208","D75338- D75366-",0.0319318817870698,0.0107519915137609,0.663283498747177
"209","D75338- D75383R",0.0357872552059465,0.00991017917080969,0.723080769570643
"210","D75366- D75383R",0.0421796090965869,0.0124866818403937,0.703964021766999
