"","window","no.N","no.S","pi.N","pi.S","N_over_S"
"64",64,17,1,0.00993014011550993,0.0135931623862279,0.730524644182194
"65",65,17,1,0.0100088448915201,0.0163350159613323,0.612723300375873
"66",66,17,1,0.0103368931032126,0.0166675676628878,0.620180059399359
"67",67,17,1,0.0128866523402965,0.0161658087367978,0.797154819168617
"68",68,16,3,0.0132386819703526,0.0175619393720113,0.753828019213598
"69",69,16,3,0.0118038440244757,0.0201630813481092,0.585418658025826
"70",70,15,4,0.0119862980227159,0.0196606657594688,0.609658806540829
"71",71,16,3,0.00945993861155173,0.0183467898150269,0.515618192987831
"72",72,16,3,0.00955591062292608,0.0181407050619496,0.52676621941061
"73",73,16,3,0.00979889392985495,0.020486061533982,0.478320047687092
"74",74,16,3,0.00994687496857702,0.0216691750162521,0.459033394723924
"75",75,15,5,0.00979308728968736,0.0217118243315707,0.451048568749123
"76",76,15,5,0.00702691611910209,0.0229737402674418,0.305867309253974
"77",77,16,3,0.00690891464478132,0.0210311269730687,0.328509007321791
"78",78,16,3,0.00682354105910712,0.0232741540837789,0.293181055455109
"79",79,17,2,0.00680213188090649,0.0253185652714628,0.268661822183635
"80",80,17,2,0.00698617675995791,0.0272620497647179,0.256260142588373
"81",81,17,2,0.0069885252307162,0.0274329766096949,0.254749068252638
"82",82,17,2,0.00664164581344871,0.0267300638241671,0.248471004676161
"83",83,18,2,0.00857221551463112,0.0240377432190519,0.356614821803943
"84",84,19,8,0.00841731735347829,0.0225292264167966,0.373617682105711
"85",85,18,2,0.00851407649231998,0.023534917213736,0.36176360490237
"86",86,18,2,0.00836228081821588,0.0235575563589945,0.354972336297652
"87",87,18,2,0.00826212425988991,0.0189929843691936,0.435009269701237
"88",88,17,4,0.00832043512451551,0.0185836737858713,0.447728216734052
"89",89,17,4,0.00872467506944698,0.0127773216387807,0.682825032983953
"90",90,16,4,0.00945224573592395,0.0114213234008353,0.827596365516861
"91",91,16,4,0.00973169075415324,0.0125672343549967,0.774370118297664
"92",92,15,4,0.0073963042587198,0.0124653206482465,0.593350501558114
"93",93,15,4,0.00733972874458374,0.0151968940060602,0.482975583145924
"94",94,16,2,0.00718587674461613,0.0161119595461529,0.445996449037258
"95",95,16,2,0.00735539304405463,0.0209184336126487,0.351622553593451
"96",96,16,2,0.00783787955459323,0.0193310803689861,0.405454811887698
"97",97,17,10,0.00747961327203151,0.0219416365909267,0.340886753867963
"98",98,17,10,0.00816008984980012,0.0227832520481192,0.358161768678399
"99",99,17,2,0.00768444793996921,0.0271602359706537,0.282930087509997
"100",100,17,2,0.00724027952310045,0.0248796700394483,0.291011878840054
"101",101,17,2,0.0076619839959806,0.025911516838872,0.295698011182666
"102",102,17,2,0.00791810710386838,0.0264045880523352,0.299876183948573
"103",103,17,2,0.00814090253083445,0.0238805663609397,0.340900731071024
"104",104,17,2,0.00788050094929365,0.0184125937867811,0.427995155954142
"105",105,17,2,0.00775806039282878,0.0180625524818183,0.429510746094053
"106",106,17,2,0.00791832835157714,0.0166983180668004,0.47419915705884
"107",107,17,2,0.0097558195666506,0.0171616941082763,0.568464832498432
"108",108,18,9,0.00972666864171019,0.0169784852057466,0.572882004716066
"109",109,18,9,0.00976124602667426,0.0218040349551869,0.447680718121036
"110",110,18,9,0.00938908678169028,0.0240126129224371,0.391006460313914
"111",111,17,10,0.00921056703973785,0.0196959693720278,0.467637152849085
"112",112,17,10,0.0088334874684659,0.0204216556193665,0.432554912937069
"113",113,17,10,0.00940430804173405,0.0223295258468979,0.421160221055053
"114",114,17,10,0.00950463547434767,0.0230538259022176,0.41228017920589
"115",115,17,10,0.0097585027786921,0.0204285627295901,0.477689150620334
"116",116,17,10,0.00677606400862448,0.0204208884004942,0.331820236011892
"117",117,17,10,0.00631805089382848,0.0197599805565599,0.319739732321296
"118",118,17,10,0.00674845070933305,0.0165743896301991,0.407161341075098
"119",119,17,10,0.00677056924716986,0.0177862422030729,0.38066327726045
"120",120,18,9,0.0069558289234529,0.0185422860449793,0.375133298374303
"121",121,18,9,0.00718237845781883,0.0190047379946534,0.377925676209767
"122",122,18,9,0.00719685280793161,0.0169492244276087,0.424612514789089
"123",123,18,9,0.0070561230168111,0.0166806532153977,0.423012392002591
"124",124,18,9,0.00697348574926762,0.0164346457399807,0.424316158656414
"125",125,18,9,0.00717420900220265,0.0150859419602238,0.475555919618307
"126",126,19,8,0.0073113069305539,0.0158587177619811,0.461027621544642
"127",127,19,8,0.00700748276620354,0.0136616870915978,0.512929531998525
"128",128,19,8,0.00741933954523991,0.00945288707257978,0.784875508220274
"129",129,19,8,0.00768699736034661,0.0146086742941547,0.526194040989904
"130",130,19,8,0.00749377356226071,0.0136791572173334,0.547824214840155
"131",131,19,8,0.00736534563226507,0.0151102031855831,0.487441865725041
"132",132,19,8,0.00728795434652793,0.0152742002123315,0.47714147027116
"133",133,19,8,0.00726786883099696,0.0158912542630334,0.457350232442234
"134",134,19,8,0.00704130659341209,0.0188312995181417,0.373915065533775
"135",135,18,9,0.00688715343882642,0.01792056111923,0.384315724993456
"136",136,17,10,0.0078193512033296,0.0256868987653227,0.304410091493245
"137",137,17,10,0.00746526338704728,0.0252748089902876,0.29536379048071
"138",138,17,10,0.00709104443673134,0.0224918131300146,0.315272245760773
"139",139,17,10,0.0107161594843426,0.0236923744584388,0.452304158164512
"140",140,17,10,0.0103767869177064,0.0224980119781779,0.461231282469376
"141",141,17,10,0.0109386664471309,0.0228298082734708,0.479139654442132
"142",142,17,10,0.0108437823444801,0.0229757589478492,0.471966230542962
"143",143,16,11,0.0113927576319286,0.0211404528020481,0.538907928728229
"144",144,16,11,0.0116607961103762,0.0211029703991905,0.552566576638116
"145",145,17,10,0.0106153765181236,0.0151889926867118,0.698886143214124
"146",146,17,10,0.0110743558856524,0.0159967677178262,0.692287097055959
"147",147,17,10,0.0111209674679779,0.0153402063880816,0.724955531016729
"148",148,17,10,0.00777675712848608,0.0144302554417137,0.538920267898082
"149",149,17,10,0.00874233081549977,0.0175896105184168,0.497016736461919
"150",150,16,11,0.00842602240504165,0.0159878863162723,0.527025414013966
"151",151,16,11,0.0087301367859299,0.017067506952302,0.511506268040654
"152",152,17,10,0.00840321975017122,0.0164603274200501,0.510513523560619
"153",153,17,10,0.00862550923855805,0.0174686659731426,0.493770345819162
"154",154,17,10,0.00865397188531292,0.0159755694478918,0.54170037027725
"155",155,17,10,0.00861268036866029,0.0171601997001122,0.501898609525154
"156",156,17,10,0.00854856868088596,0.0226935219652179,0.376696428786517
"157",157,17,10,0.00839792597865775,0.0235018391587953,0.357330586849622
"158",158,17,10,0.00744197321351764,0.0223893302924027,0.332389272761897
"159",159,18,9,0.00728781043056057,0.0241831749382867,0.301358711135259
"160",160,18,9,0.00743583354420335,0.0268295538813638,0.277150845559471
"161",161,17,10,0.00766479174104718,0.0296389816252678,0.258605097771402
"162",162,17,10,0.00729706150404625,0.0290092932475308,0.251542202072343
"163",163,17,10,0.00691955486287005,0.0293966700935068,0.235385669222395
"164",164,17,10,0.00667979504748616,0.0266219231765092,0.250913316937986
"165",165,17,10,0.00717032775221618,0.0247818072310554,0.289338371708043
"166",166,17,10,0.0074206091640525,0.0263026037819962,0.282124508491886
"167",167,17,10,0.00764339561250176,0.0249479183473327,0.30637408324366
"168",168,17,10,0.00801276035001027,0.0247771492288062,0.323393150520099
"169",169,17,10,0.0083212579986865,0.0205349322866499,0.405224516084539
"170",170,18,9,0.00854255455339691,0.0199161889837262,0.42892516034956
"171",171,17,10,0.0088457125907504,0.0190535702928933,0.464254859051258
"172",172,17,10,0.00896339608683017,0.0217186946271146,0.412704181384818
"173",173,16,11,0.00936344891250291,0.0243062346877147,0.385228277139756
"174",174,15,12,0.00933398337766177,0.0198234799662083,0.47085493533793
"175",175,15,12,0.00929562917298057,0.0200394251609956,0.463867056978931
"176",176,15,12,0.00943891334715039,0.0241382757241335,0.391035111829191
"177",177,14,13,0.00947149444758359,0.0259660352264367,0.364764753840448
"178",178,14,13,0.0123108025333548,0.0284307564532347,0.433010023971915
"179",179,14,13,0.0123992564144962,0.0273009428421301,0.45416953129406
"180",180,15,12,0.0118456407987046,0.0303986941206367,0.389675975938155
"181",181,15,12,0.0165315554601181,0.0287746557535675,0.574517923053467
"182",182,16,11,0.0158584496888116,0.0271510238287139,0.58408293509876
"183",183,17,10,0.0148777587607245,0.0297015191919629,0.500909016288648
"184",184,17,10,0.0147578916814421,0.0279968867135833,0.527126170578174
"185",185,17,10,0.0149068858976359,0.0235571050014223,0.632797871246737
"186",186,18,9,0.014466295342468,0.020809182047123,0.695188081381993
"187",187,18,9,0.01193189372618,0.0173695149961879,0.686944553650389
"188",188,18,9,0.0117937704320235,0.0153780072630968,0.766924493547706
"189",189,18,9,0.0122232914083805,0.0142997499862843,0.85479056767458
"190",190,18,9,0.00845626338817339,0.013359781215473,0.632964211897389
"191",191,18,9,0.00831587832698662,0.0131825846040399,0.630823057599655
"192",192,18,9,0.0100202257265666,0.0117040746856549,0.856131389767005
"193",193,18,9,0.0103846135582145,0.0157343485547224,0.659996409898885
"194",194,18,9,0.0101819592446752,0.0186218988382544,0.546773416240385
"195",195,18,9,0.0103919206191195,0.0187546941292363,0.554097046185347
"196",196,18,9,0.0103887148439016,0.0189549662669723,0.548073507363775
"197",197,18,9,0.0103274121025869,0.0191419949395613,0.539515977054355
"198",198,18,9,0.0101893776500779,0.0201054537284953,0.506796702410977
"199",199,18,9,0.0102094273659045,0.0201791783242619,0.505938705820816
"200",200,18,9,0.0105288846619429,0.0210764672405653,0.499556426689868
"201",201,18,9,0.00905544643889231,0.0209537551666138,0.432163417339179
"202",202,18,9,0.00880541158590266,0.0160898141993075,0.547266206857854
"203",203,18,9,0.00861440959534131,0.0140133689215008,0.614727953256421
"204",204,18,9,0.00835842593986543,0.0181732233631922,0.459930842912241
"205",205,18,9,0.00798846536438043,0.0177317818169143,0.4505167865736
"206",206,18,9,0.00769718686674536,0.0214825738862526,0.358299098958112
"207",207,18,9,0.00761787625029557,0.0205157526595514,0.371318390151723
"208",208,18,9,0.00753247665171282,0.0263975919435545,0.285347113017709
"209",209,18,9,0.00727298651290483,0.0268402560436398,0.270973067510221
"210",210,18,9,0.00736388786083736,0.0270376973693558,0.27235632384818
"211",211,19,8,0.00841527826723437,0.0289846147059177,0.290336040434453
"212",212,19,8,0.00900745573498779,0.027178037830811,0.331424063468492
"213",213,20,7,0.0090228311962381,0.0246989714466041,0.365312021828288
"214",214,20,7,0.00938830911343593,0.0337285703209659,0.278348860449626
"215",215,20,7,0.00985630351769254,0.0304844237275303,0.323322612419646
"216",216,20,7,0.00958338916328123,0.0301400099613375,0.317962375446274
"217",217,20,7,0.00940715115030857,0.0225365694910795,0.417417174074881
"218",218,20,7,0.00924191472682541,0.0243808220347277,0.379064935286487
"219",219,20,7,0.00942249549153836,0.025559936648174,0.368643147330003
"220",220,19,8,0.00832461093807328,0.0242433600756956,0.343376945773241
"221",221,19,8,0.00792882781641577,0.0239176882051414,0.331504773722712
"222",222,18,9,0.00759741139811799,0.0263104560834029,0.288760155811612
"223",223,18,9,0.00735459767739231,0.0198345133166172,0.370797990351026
"224",224,18,9,0.00688251389982875,0.0197899258837139,0.347778659721647
"225",225,18,9,0.0148341642158208,0.0276756755539284,0.536000076562364
"226",226,18,9,0.0156584524160392,0.0290944665811091,0.538193486805705
"227",227,18,9,0.0171740493169295,0.027513753546459,0.624198704401779
"228",228,18,9,0.0175694852964702,0.0308072999866256,0.570302665410395
"229",229,18,9,0.0176711821469773,0.0351204467098249,0.503159378722647
"230",230,18,9,0.0174080879703346,0.0351698506421703,0.49497190498334
"231",231,17,2,0.0181895534338995,0.0338845070837548,0.536810330129315
"232",232,17,2,0.0183223431557853,0.0415098301493576,0.441397690375007
"233",233,17,2,0.0181660469275042,0.04147529637177,0.437996796084833
"234",234,17,2,0.010204667214804,0.0319289783888777,0.319605190323245
"235",235,17,2,0.00929079775430648,0.0354869759608216,0.261808663678858
"236",236,17,2,0.00763274667496517,0.0342395592720591,0.222921872747171
"237",237,17,2,0.00670478862651917,0.0342827146327172,0.195573445637253
"238",238,17,2,0.00678046216950407,0.0329419713064546,0.205830492244267
"239",239,17,2,0.00665458169513344,0.0349084793316459,0.190629377805661
"240",240,18,9,0.00663040932041665,0.0327904221707942,0.202205671091427
"241",241,18,9,0.00644176876448275,0.0261096777905331,0.246719580998369
"242",242,18,9,0.00689090521163045,0.0278417278587307,0.247502785983506
"243",243,18,9,0.0102372449574784,0.0323630252740233,0.31632533951316
"244",244,18,9,0.0106966255388451,0.0277862948296981,0.384960485174602
"245",245,18,9,0.0111598544638422,0.027704841198823,0.402812432085562
"246",246,18,9,0.0112279202572159,0.0248520261320378,0.451790940407127
"247",247,18,9,0.011027554247673,0.0234135588294629,0.470990092877134
"248",248,18,9,0.0112879496905918,0.0237264341105017,0.475754158337495
"249",249,18,9,0.0120955897493636,0.0270313220138684,0.447465711930699
"250",250,19,8,0.0119049446419109,0.0291056728143406,0.409024890709457
"251",251,18,1,0.0118047512641737,0.0278176917337128,0.424361279763099
"252",252,18,1,0.00843873607939745,0.0285261620173883,0.295824446143634
"253",253,18,1,0.00837641919003334,0.0382427851079371,0.219032666328866
"254",254,18,1,0.00851840034514225,0.0386970940281655,0.220130233524568
"255",255,18,1,0.00854384036179775,0.0434348311843746,0.19670481336811
"256",256,17,1,0.00886616552257882,0.038290453922218,0.231550285107334
"257",257,17,1,0.00894198653477566,0.0376375835218418,0.237581313624624
"258",258,17,1,0.00798986186107356,0.0338825618986678,0.235810440927364
"259",259,16,1,0.00782054785709967,0.0312017382083203,0.250644621299151
"260",260,17,10,0.0091065638914489,0.0307476936769329,0.296170632735316
"261",261,17,10,0.00872108887610074,0.0285559880654049,0.305403155937938
"262",262,17,10,0.00857872110592644,0.024311909487258,0.352860852432122
"263",263,17,10,0.00953423023753808,0.024154320097674,0.394721532172466
"264",264,17,10,0.00970496036480817,0.0216677721415866,0.447898394970732
"265",265,18,9,0.00948304523141483,0.0226924722917777,0.417893877294758
"266",266,18,9,0.0102661028788454,0.0229414265423631,0.447491914240306
"267",267,19,8,0.0100933452669405,0.0243347596844442,0.414770698286066
"268",268,19,8,0.0102847140938181,0.0289116684035266,0.355728834125795
"269",269,19,8,0.00912957487363183,0.0287576638925395,0.317465803472315
"270",270,19,8,0.00914419810634635,0.0252316822586117,0.362409371385667
"271",271,19,8,0.00937475506132109,0.022713539612509,0.412738622920671
"272",272,19,8,0.00887370252871744,0.032839460796336,0.270214623307929
"273",273,19,8,0.00865609636344985,0.0299943675896271,0.28859072749523
"274",274,19,8,0.00852149737945575,0.0297059098912942,0.286862022090531
"275",275,19,8,0.00763018004412148,0.0313250727594847,0.243580600840303
"276",276,18,9,0.00821431774482881,0.0328679814781299,0.249918533947531
"277",277,18,9,0.0082418365719991,0.0342064150587538,0.24094417839001
"278",278,18,9,0.00832107195472549,0.0398950799918047,0.208573888219671
"279",279,18,9,0.00960560389260823,0.0395449824986023,0.242903227810197
"280",280,18,9,0.00941710712055658,0.042478573456952,0.221690757343815
"281",281,17,1,0.00880852673516707,0.0343201411907154,0.256657648528266
"282",282,16,1,0.0092037859445136,0.0326913437168487,0.28153587152094
"283",283,16,1,0.0114113866991333,0.0340009406898537,0.33561973485453
"284",284,16,1,0.011563089802486,0.0310605890056909,0.372275290734746
"285",285,16,1,0.0140157360587797,0.0282132420678612,0.496778641216339
"286",286,16,1,0.0143216556003376,0.0270492845623764,0.529465227344978
"287",287,16,1,0.0139752738228332,0.0236310031009935,0.591395708557361
"288",288,16,1,0.0125966048170452,0.0243239052189106,0.517869343087721
"289",289,16,1,0.0140355702270627,0.0218554150621395,0.642201037461731
"290",290,17,10,0.0136653476916564,0.0234117714675738,0.583695587093159
"291",291,18,9,0.0134022261846822,0.0265951718483188,0.503934558540157
"292",292,18,9,0.0117845248215546,0.0274844586354304,0.428770490911655
"293",293,18,9,0.0119232027906988,0.0303188066315607,0.393260953031284
"294",294,17,1,0.0099380074871673,0.031377604944001,0.316722946346717
"295",295,17,1,0.0110436488879083,0.0274201369016825,0.402756883654752
"296",296,17,1,0.0114926486385054,0.0306699013870513,0.374720756140337
"297",297,17,1,0.0119406413781076,0.0330013392798975,0.361822933209899
"298",298,17,1,0.0104435244094304,0.0377730867113067,0.276480566421498
"299",299,17,1,0.0106190378688354,0.0357804781989547,0.296783005799672
"300",300,17,1,0.0107343705337386,0.0360760137629347,0.297548687176945
"301",301,17,1,0.0104741861139844,0.0375642163045805,0.278834144417043
"302",302,17,1,0.0100187401044503,0.0358398417044916,0.279541974182177
"303",303,18,9,0.0095444897959664,0.0350190553049918,0.27255132135463
"304",304,18,9,0.0081240196511927,0.0392658389799932,0.206897900623799
"305",305,18,9,0.00824366955533302,0.0341227942873569,0.241588349591506
"306",306,18,9,0.00884432832638913,0.03542633649255,0.249654048429452
"307",307,18,9,0.00882420054428589,0.0321591205983792,0.274391848411757
"308",308,18,9,0.00862559239741405,0.0336274765506286,0.256504301904057
"309",309,18,9,0.00830001257218352,0.032571068282864,0.254827766166645
"310",310,19,8,0.00830779862504271,0.0307613056455762,0.270073017080712
"311",311,19,8,0.00835519121428978,0.035555715231665,0.234988697593372
"312",312,18,2,0.0083522115734539,0.0379379761125518,0.220154379049508
"313",313,18,2,0.00858000454404087,0.0368868472773554,0.232603358035103
"314",314,19,2,0.00811761428811575,0.0402661396010799,0.201599020132987
"315",315,20,2,0.00740917115437122,0.0382485379927626,0.19371122513946
"316",316,21,2,0.00764703345406927,0.0378757063266169,0.201898108199645
"317",317,21,2,0.00838133191629508,0.0341748488892644,0.24524854355473
"318",318,20,4,0.00851728832942726,0.0365959952795212,0.232738261778973
"319",319,19,4,0.00905364153025344,0.0318775035708714,0.284013505327512
"320",320,19,4,0.00887258279636225,0.0273556103570504,0.324342344424258
"321",321,20,2,0.00847235455298582,0.0295146373067218,0.287056027995177
"322",322,20,2,0.008471291128602,0.029814453005339,0.284133709482613
"323",323,19,2,0.00848179539010606,0.0273604800262838,0.310001702527077
"324",324,17,2,0.00839376845870013,0.0315088733681631,0.26639379836352
"325",325,16,2,0.0083359343999634,0.0307859105950219,0.270771084526937
"326",326,16,2,0.00713729532190807,0.0304704695886561,0.234236472829589
"327",327,17,10,0.00724422869261535,0.0286367968964537,0.252969238103318
"328",328,16,1,0.0071464239711509,0.0283369942664498,0.252194142538683
"329",329,15,1,0.00759214192437264,0.0259067298727014,0.293056744779382
"330",330,15,1,0.00803506601947771,0.0230523572625126,0.348557239850877
"331",331,15,1,0.00780162507502656,0.0201300649421451,0.387560849776136
"332",332,15,1,0.00847503675915002,0.0192197177015724,0.440955319466355
"333",333,16,1,0.00837829816916749,0.0138108861089456,0.606644505144438
"334",334,15,2,0.00840116651976533,0.0124520830617058,0.674679608073096
"335",335,15,2,0.00892932611278375,0.0161955868830907,0.551343163865619
"336",336,15,2,0.0104572109574112,0.0158344137295837,0.660410365422866
"337",337,16,1,0.0106026580186604,0.0149959883557549,0.707032958890736
"338",338,17,1,0.0104921412677759,0.018000636987161,0.582876110176516
"339",339,18,1,0.0106101365565337,0.0194066358113897,0.546727246270403
"340",340,18,1,0.0106260077578624,0.0221625696578413,0.479457387925358
"341",341,18,1,0.0105888890731693,0.0246387238693178,0.429766132748274
"342",342,18,1,0.0106596372682358,0.0251675361674557,0.423547112331952
"343",343,19,8,0.0104512418643967,0.0256419065506238,0.407584429955049
"344",344,19,8,0.010140913963772,0.0201386859834413,0.503553904763706
"345",345,18,2,0.00882187859368794,0.0217982109622812,0.40470654261274
"346",346,18,2,0.00815867311744653,0.0252922361553761,0.322576187701471
"347",347,18,2,0.00809136633526941,0.0187012747830813,0.432663892120847
"348",348,16,2,0.00794369543505667,0.0189382137030457,0.419453257821204
"349",349,16,2,0.0078892159755785,0.016778902261419,0.470186657783852
"350",350,16,2,0.00736610240920252,0.0151981405500814,0.48467129152606
"351",351,16,2,0.00753336361423233,0.0156680761440815,0.480809739814675
"352",352,16,2,0.00731767386692992,0.0165403637768762,0.442413115312505
"353",353,16,2,0.00732315237557451,0.0183515001337141,0.399049250590742
"354",354,17,10,0.00722106486855154,0.0202793863663635,0.35607906166869
"355",355,17,10,0.00717688467381542,0.0176530200297581,0.406552797295713
"356",356,18,9,0.00734199253792952,0.0189678714263827,0.387075195359952
"357",357,19,8,0.00907426956630531,0.0181809864451999,0.499107658083154
"358",358,19,8,0.00897878460044261,0.0185499356325987,0.484033194415174
"359",359,19,8,0.0094093184463737,0.0179618338335496,0.523850656540354
"360",360,18,2,0.00938862236383046,0.0172335255396473,0.54478825834163
"361",361,18,2,0.00945225882558469,0.0156363303607881,0.604506211335143
"362",362,18,2,0.00949914137421921,0.0136625963518764,0.695266194621536
"363",363,18,2,0.00958788647587094,0.0138539961384785,0.692066489699768
"364",364,17,2,0.00966580623411633,0.0201374337833888,0.479991956179123
"365",365,16,2,0.00997194562070897,0.0191828751166622,0.519835820233608
"366",366,16,2,0.00753710910461119,0.0186095128063158,0.405013778869761
"367",367,17,2,0.0101013679822086,0.0191530787781557,0.527401787420688
"368",368,16,2,0.00997829260317662,0.0264678589954863,0.376996590652771
"369",369,17,10,0.00971464902947269,0.0290369994613967,0.334561050028184
"370",370,17,10,0.00991620132845947,0.0328755277131836,0.301628658708433
"371",371,17,10,0.00974493889184191,0.0349164357618711,0.279093174294824
"372",372,17,10,0.00971991214395657,0.0326260159407665,0.297919064393378
"373",373,18,9,0.00932290836144434,0.0299661591920067,0.311114557648455
"374",374,18,9,0.00890382914716711,0.0320522772645056,0.277790843804635
"375",375,18,9,0.00877704816527782,0.0321977461220999,0.272598216409111
"376",376,17,10,0.0227445820517499,0.0356221105118258,0.638496195900554
"377",377,18,9,0.0231904565598864,0.0314036009438917,0.738464885008583
"378",378,18,9,0.0310797670952988,0.0272128013802328,1.14210097891189
"379",379,18,9,0.0357845308911105,0.0231313517337531,1.54701425593274
"380",380,18,9,0.041533488841808,0.0240481011342905,1.72710055608444
"381",381,18,9,0.0414258657394986,0.023283173399807,1.77921905352652
"382",382,18,9,0.041375860652523,0.0227687330943364,1.81722278886106
"383",383,18,9,0.0494743912024365,0.0209886202782476,2.35720073766408
"384",384,18,9,0.0648501732743059,0.0224573938543992,2.88769808708691
"385",385,18,9,0.0545981140920115,0.0163339517397952,3.34261512227879
"386",386,18,9,0.0545905232200398,0.0173703521994734,3.14274129811223
"387",387,18,9,0.0505813416253927,0.017847026816168,2.8341606782128
"388",388,18,9,0.0477270388259052,0.018081184843339,2.63959686488618
"389",389,18,9,0.0455099371596677,0.0190303444943873,2.39144053188791
"390",390,18,9,0.0482004184184169,0.0200256258991774,2.40693692477281
"391",391,18,9,0.0516858040345811,0.0305601724500395,1.69127985514736
"392",392,18,9,0.0496639165989705,0.0309936445009183,1.60239034159081
"393",393,18,9,0.0397808763654815,0.0295557369652404,1.34596123968306
"394",394,18,9,0.0400110960466489,0.0290387521679958,1.37785176908345
"395",395,18,9,0.0413872157429452,0.0284101522895958,1.45677556815145
"396",396,18,9,0.0431733823389577,0.0299898315476115,1.43960069500278
"397",397,18,9,0.0479462161649511,0.0338433718450545,1.41670919743056
"398",398,18,9,0.0441847957595499,0.0331577293903607,1.33256397744759
"399",399,18,9,0.0464111343525874,0.041475199418049,1.11900931168013
