"","window","no.N","no.S","pi.N","pi.S","N_over_S"
"37",37,15,1,0.0065638742434953,0.0143805642463341,0.456440660537264
"38",38,16,1,0.00636970160658708,0.00997895806718321,0.638313295206087
"39",39,16,1,0.00648555837636026,0.0104396815294478,0.621241017560363
"40",40,16,1,0.00650268620054323,0.0112807138203427,0.576442794676416
"41",41,16,1,0.0064356016920447,0.0116970440998168,0.550190427352965
"42",42,16,1,0.00636290425753565,0.0155693677978267,0.408680965095054
"43",43,16,1,0.00626846868792715,0.0166697185851503,0.376039262805026
"44",44,17,10,0.0062898880979124,0.0165426584173537,0.380222328190863
"45",45,18,9,0.00632520214061675,0.0220886306990734,0.286355556701941
"46",46,18,9,0.00619760580586037,0.0255401024419628,0.242661744209671
"47",47,18,9,0.00619104539840545,0.0255962121705363,0.241873498983257
"48",48,18,9,0.00663338564429141,0.0281061904153527,0.236011552838124
"49",49,17,1,0.00709133679422451,0.0274849204644167,0.258008270513472
"50",50,17,1,0.00672243733319668,0.0278629243826715,0.241268189974255
"51",51,17,1,0.00680643612374228,0.0235538094590777,0.28897389764351
"52",52,17,1,0.00750863402506274,0.0202207497385373,0.371333116830607
"53",53,16,2,0.00762003063251496,0.0214803767001975,0.354743808214727
"54",54,15,3,0.00776576982105101,0.0230559559547416,0.336822721048524
"55",55,14,4,0.00813196528771916,0.0186316282780229,0.43646025813596
"56",56,14,4,0.00807077627713892,0.0192528790463044,0.419198409636718
"57",57,14,4,0.00765668585210104,0.0169489084684588,0.451750970650989
"58",58,15,3,0.00723209281836846,0.0180010669422612,0.401759120254679
"59",59,15,3,0.00761234083644007,0.0174875174679163,0.435301400007527
"60",60,15,3,0.00766893185617585,0.0201484175610545,0.38062204304319
"61",61,15,3,0.0068340783772405,0.0207185855835751,0.329852554348994
"62",62,16,2,0.00702940828245278,0.0187949924016343,0.374004316268919
"63",63,17,1,0.00731404819864257,0.0123498199740222,0.592239256444845
"64",64,18,9,0.00716277063267633,0.0141177603849033,0.507358847111175
"65",65,18,9,0.0070967602923922,0.0135940998368679,0.522047092308785
"66",66,18,9,0.00730461521304572,0.0123889824312891,0.58960574474603
"67",67,18,9,0.00760418472387886,0.0115154687296506,0.660345219322183
"68",68,17,2,0.00764699544613484,0.0118035988233923,0.647852876105894
"69",69,17,2,0.00751977477499075,0.014621071790058,0.514310775773909
"70",70,16,3,0.00779229758811547,0.0135224584767764,0.576248586860002
"71",71,16,3,0.0072999225869766,0.0146664851984067,0.497728152875349
"72",72,16,3,0.0068545253443105,0.014391333930171,0.476295343959755
"73",73,16,3,0.0066979080444768,0.0126752244133046,0.528425203852513
"74",74,16,3,0.00662733321861072,0.015093346783211,0.439089707127287
"75",75,15,5,0.00622807500967077,0.0167445243697037,0.371946964402248
"76",76,15,5,0.00590089758861387,0.0166075302842695,0.355314576436639
"77",77,16,3,0.00590193535584713,0.0188582520851396,0.312963011057526
"78",78,16,3,0.00591497406742987,0.0138424078611979,0.427308176925658
"79",79,17,2,0.00551902752682537,0.0165521309563806,0.333433051089887
"80",80,17,2,0.00590317166527178,0.0153640144697645,0.384220652544222
"81",81,17,2,0.00601151092481346,0.0159842387862649,0.376089909891679
"82",82,17,2,0.00628580785182498,0.0164917034054538,0.381149702810339
"83",83,17,2,0.00688956203293796,0.0163571788295164,0.421195005859188
"84",84,18,9,0.00739965999354496,0.0150369264795583,0.492099233417436
"85",85,17,2,0.00757048832817248,0.0160383282484724,0.47202477782518
"86",86,17,2,0.00750172994614021,0.0131049753982339,0.572433729799384
"87",87,17,2,0.00771465974598346,0.0174307255706341,0.442589708312574
"88",88,16,4,0.00827262607119766,0.016052630076155,0.515343967434098
"89",89,16,4,0.00856827043134494,0.0160260963916314,0.534644883068291
"90",90,15,4,0.00910611173425973,0.0138334045044124,0.658269750686115
"91",91,15,4,0.00921393880954361,0.0147174211601136,0.626056610686302
"92",92,15,4,0.00861114666840067,0.018548796035042,0.464242889518688
"93",93,15,4,0.00758237580181468,0.0207571439187648,0.365289937357908
"94",94,16,2,0.00742676037107159,0.0204944785807508,0.362378595864697
"95",95,16,2,0.00758885603403647,0.0242609546492581,0.312801212637711
"96",96,16,2,0.00773358126130879,0.0248078241537751,0.311739603335263
"97",97,17,10,0.0073586083167591,0.0246166716223115,0.298927833529272
"98",98,17,10,0.00704924927532783,0.0277415900878991,0.254104009647332
"99",99,17,2,0.00674368841185806,0.0336658275236273,0.200312569388803
"100",100,17,2,0.00634608299946818,0.0336130845828001,0.188797995727993
"101",101,17,2,0.00658473530633016,0.0284234983273404,0.231665195835389
"102",102,17,2,0.00729101900926942,0.0303808480384973,0.239987343343101
"103",103,17,2,0.00757567985083044,0.0285167402374482,0.265657287184671
"104",104,17,2,0.00731697690672744,0.0235429552541629,0.310792626827664
"105",105,17,2,0.00738446670392974,0.0183597641142102,0.402209236349297
"106",106,16,3,0.00749960760835354,0.0190948157309719,0.392756217918832
"107",107,16,3,0.00774309459161956,0.0162390286710053,0.476820057929008
"108",108,17,1,0.00771133236436891,0.0168907521408648,0.456541680326503
"109",109,17,1,0.00787632344168705,0.0156741439024085,0.50250421909657
"110",110,17,1,0.00769724279336831,0.0157427994220271,0.48893736031461
"111",111,16,1,0.00719358019301529,0.0121909906304807,0.590073474015265
"112",112,16,1,0.00658210544727021,0.0125425266327661,0.524783055279716
"113",113,16,1,0.0068199834414305,0.015468309881083,0.440900362991241
"114",114,16,1,0.0066298968492343,0.0152060947790051,0.436002599325381
"115",115,17,10,0.00686192593305227,0.0131666429514457,0.521159870314463
"116",116,17,10,0.00658000644336029,0.0142839676635654,0.46065677256776
"117",117,17,10,0.00642065474170053,0.0126064490558951,0.509315090493152
"118",118,17,10,0.00650342229528978,0.016560694801178,0.392702261189378
"119",119,17,10,0.00633202739873024,0.0167058996734653,0.37902941610428
"120",120,18,9,0.0066590058520449,0.0176445395962763,0.377397540792178
"121",121,18,9,0.00684192458235689,0.0176990887659416,0.386569312852016
"122",122,18,9,0.00701585196629431,0.014691240822458,0.477553397366506
"123",123,18,9,0.0069199356253894,0.0149628481435838,0.462474494092673
"124",124,18,9,0.00674197803030033,0.0148189741860165,0.454955784771001
"125",125,18,9,0.00687596559100272,0.0126044616635983,0.545518386624994
"126",126,19,8,0.00689253633083869,0.0135138501436683,0.510034983188568
"127",127,19,8,0.00667545624429227,0.00849227364803116,0.786062310396686
"128",128,19,8,0.0071900049378168,0.0077536531633876,0.927305463154798
"129",129,19,8,0.00747658241502178,0.00692989749455802,1.07888787978366
"130",130,19,8,0.00742168089407065,0.0104144702684802,0.712631627220889
"131",131,19,8,0.0075469466057316,0.0109616961687158,0.688483469124992
"132",132,19,8,0.00747116810379504,0.0131968558932869,0.566132430649299
"133",133,19,8,0.0075529132596266,0.013722342451548,0.550409908971087
"134",134,19,8,0.00730387582935035,0.0176707265524102,0.413331948049083
"135",135,18,9,0.00712757642124113,0.0185380545223298,0.384483518087385
"136",136,18,9,0.00796018540933236,0.0193326368761792,0.411748560753269
"137",137,18,9,0.00743187434601329,0.0221657162953458,0.33528690194297
"138",138,18,9,0.00675264362044851,0.0242290950858364,0.27869978620852
"139",139,18,9,0.00704414823036343,0.0213218853585926,0.33037173363868
"140",140,18,9,0.00667799862507815,0.0213006960717551,0.313510816856977
"141",141,18,9,0.00685438553714062,0.0217022830186865,0.315837072589953
"142",142,18,9,0.00668752939260431,0.0235076568303994,0.284483027842919
"143",143,18,9,0.009222281923682,0.0241696285841556,0.381564900410909
"144",144,18,9,0.00955828602601447,0.0233052907728634,0.41013373826445
"145",145,18,9,0.00878739732306077,0.0272218864589228,0.322806332188651
"146",146,18,9,0.00894394165699878,0.025800812400418,0.346653489750341
"147",147,18,9,0.00935390751181194,0.0238924165794281,0.391501105830619
"148",148,18,9,0.0102916505982825,0.0237925280685445,0.432558094231643
"149",149,18,9,0.0100887838122096,0.0252957419670893,0.398833282903322
"150",150,18,9,0.0100428791419401,0.0241915677134207,0.415139657789461
"151",151,18,9,0.0101362593000417,0.0242553588868678,0.417897725089096
"152",152,18,9,0.00765792668742622,0.0221943801368019,0.345038998170899
"153",153,18,9,0.00763225214561701,0.0207635184804348,0.367579904764638
"154",154,19,8,0.00941112354248288,0.01730985813289,0.543685769706054
"155",155,19,8,0.00971500013491935,0.0169022908828179,0.574774165364482
"156",156,19,8,0.00960335059007904,0.021682687219651,0.442904077930689
"157",157,19,8,0.00862010198740693,0.024016259531945,0.358927749591521
"158",158,19,8,0.00871769516184153,0.0223245443608802,0.390498234629941
"159",159,19,8,0.00845555858621066,0.020977872216276,0.403070363811744
"160",160,19,8,0.00899070854491801,0.0238457808668366,0.377035610413655
"161",161,18,9,0.00935757419862232,0.0242767150555193,0.385454711530045
"162",162,18,9,0.00926234388467643,0.0251407013579278,0.368420266117821
"163",163,17,10,0.0071731903064025,0.0241215194499888,0.297377216276723
"164",164,17,10,0.00709147321411963,0.0228556630535695,0.310272040565987
"165",165,17,10,0.00732627096570936,0.0206182116506413,0.355330088265996
"166",166,17,10,0.00783944396392158,0.0198633790094389,0.39466819619141
"167",167,17,10,0.00790193207633283,0.0198002172112276,0.399083100555688
"168",168,17,10,0.00830865283670794,0.0202785570887579,0.40972603722945
"169",169,17,10,0.0084223248870858,0.0203386045664323,0.414105346292359
"170",170,18,9,0.00827496813534661,0.0201336660963979,0.411001558073275
"171",171,18,9,0.00825483564835685,0.0204675016300589,0.403314278291479
"172",172,18,9,0.00836831736499119,0.0239440723274276,0.349494323712236
"173",173,17,10,0.0084708426580423,0.0273254996864183,0.309997722100306
"174",174,17,10,0.00927914544546143,0.0272138511099638,0.340971419589492
"175",175,17,10,0.00872620695687944,0.0276576581454728,0.315507802973832
"176",176,17,10,0.00879692076535249,0.0275355228377728,0.319475348885877
"177",177,16,11,0.00884405447035175,0.0284459404083571,0.310907438579653
"178",178,16,11,0.00873323432462282,0.0319606533655016,0.273249555469023
"179",179,16,11,0.00871196555211493,0.0310582926390682,0.280503685548901
"180",180,16,11,0.00891011178447384,0.0304246299449888,0.292858509720064
"181",181,16,11,0.009136751434385,0.0286421159915825,0.318997082375833
"182",182,17,10,0.00925348591109165,0.0285709973095628,0.323876895539606
"183",183,17,10,0.00867437400979533,0.0292619444099349,0.296438742698529
"184",184,16,11,0.00885402096050501,0.0303138584273555,0.292078323903336
"185",185,16,11,0.00882922536537107,0.0315811463674013,0.279572668536338
"186",186,16,2,0.00910967902313383,0.0327850273203512,0.277860955677137
"187",187,16,2,0.00893887178944113,0.0238792562478148,0.374336273151687
"188",188,16,2,0.00914575506629615,0.0242596875587019,0.376993934656655
"189",189,16,2,0.0101632562029986,0.0244989756638176,0.414844128279561
"190",190,16,2,0.0102339430997093,0.0244453554511654,0.418645706345064
"191",191,16,2,0.00971058400604044,0.0233422489362026,0.416008930098411
"192",192,16,2,0.00928050740985277,0.0227211961135374,0.408451534130433
"193",193,17,2,0.00942272316912717,0.0190087147544147,0.495705432527402
"194",194,17,2,0.0116865828304917,0.0171413640912943,0.681776710899402
"195",195,18,9,0.011132430803979,0.0181856117296652,0.612155970855757
"196",196,18,9,0.0105495577232397,0.0176980292721855,0.596086578962753
"197",197,18,9,0.0104230256466508,0.0159382239582359,0.653964059857802
"198",198,18,9,0.00944461051521428,0.0151254629596967,0.624417946107197
"199",199,18,9,0.00934657850986657,0.0171001414022453,0.546579018851816
"200",200,18,9,0.00972872372595894,0.0195616693882897,0.49733606743108
"201",201,18,9,0.00946007587576043,0.0191111486106195,0.495002998956522
"202",202,18,9,0.0103791906803602,0.0192694989461813,0.538633137755617
"203",203,18,9,0.00817884427695511,0.0238478891124466,0.342958835408474
"204",204,18,9,0.00831274175692261,0.0220100776150418,0.377678893382985
"205",205,18,9,0.00850890110513796,0.0221260652320927,0.384564585518632
"206",206,18,9,0.00885347157411277,0.0261263096643395,0.338871876199076
"207",207,18,9,0.00899840316821583,0.0278223714885452,0.323423298834198
"208",208,18,9,0.00883123525251213,0.0265585853241178,0.332519038372594
"209",209,18,9,0.00868086362135763,0.029779155578169,0.29150805161586
"210",210,18,9,0.00940995571641798,0.0289005283611774,0.325598051316548
"211",211,18,9,0.00845465575153729,0.0312374279502337,0.270657871224447
"212",212,18,9,0.00860154344686659,0.0272086786902271,0.316132346770523
"213",213,17,10,0.00869158339355277,0.0270424164921028,0.321405573946802
"214",214,17,10,0.00911698244195685,0.0290909961556036,0.313395333497396
"215",215,17,10,0.0108765407071822,0.0276081562279767,0.39396114022857
"216",216,17,10,0.010679311513416,0.0299016207753547,0.357148249375767
"217",217,17,10,0.0107379022417447,0.0281925347763424,0.380877502747832
"218",218,17,10,0.0106044774826629,0.0232128768006114,0.456835986928756
"219",219,18,9,0.0113208141738368,0.0248274525005891,0.455979693187136
"220",220,18,9,0.0107835992831691,0.0233765033769556,0.461300781784135
"221",221,18,9,0.0106943873671616,0.0231120181543604,0.462719754533593
"222",222,19,8,0.0105303505685425,0.0255456818902906,0.412216460447857
"223",223,18,1,0.0116990126654042,0.0239366355936179,0.488749248809361
"224",224,18,1,0.0106682361819205,0.0233931137306618,0.456041735390591
"225",225,18,1,0.0149205829298549,0.0228083308780652,0.65417250431964
"226",226,18,1,0.0155129777170079,0.0299632477115539,0.517733520289459
"227",227,18,1,0.0188828568668959,0.0292511954664275,0.645541372439578
"228",228,17,1,0.0192540201439718,0.0282671854232103,0.681143872504626
"229",229,17,1,0.0226994420553811,0.0295490628028097,0.76819499172822
"230",230,17,1,0.0226399012991884,0.0300362182301258,0.753753389515627
"231",231,16,3,0.02377393806457,0.0298029157836346,0.797705105002672
"232",232,17,2,0.0217826516427893,0.0302123356773839,0.72098535761653
"233",233,17,2,0.0205687310466631,0.0314388070865861,0.654246549177723
"234",234,17,2,0.0161731425054698,0.0286824271848618,0.5638693825049
"235",235,17,2,0.0158881263637488,0.0227619170766303,0.698013542104551
"236",236,17,2,0.0120118906774401,0.0244545507243086,0.491192449734924
"237",237,17,2,0.0104828437814161,0.023418318081189,0.447634358072731
"238",238,17,2,0.00721711951150765,0.0234609211110751,0.307623024575139
"239",239,17,2,0.00744061792211434,0.0244944849960462,0.303767069334806
"240",240,18,9,0.00699144753141683,0.0226435839452596,0.308760642675581
"241",241,18,9,0.00952495147474088,0.0218490528425859,0.435943449968497
"242",242,18,9,0.0103587237993369,0.0223734754182981,0.462991270049401
"243",243,18,9,0.0120402917507136,0.0218095081003604,0.552066176610132
"244",244,18,9,0.0116512071108063,0.0211195242757612,0.551679429833482
"245",245,18,9,0.0125533779321143,0.0201109109833467,0.62420732419876
"246",246,18,9,0.0128058495429009,0.020883400754234,0.613207096564701
"247",247,18,9,0.012685766078732,0.0195940125256492,0.647430742535553
"248",248,18,9,0.0122528187089412,0.0180414029939875,0.679149992549061
"249",249,18,9,0.0122715276675828,0.0177341650152989,0.69197098690558
"250",250,19,8,0.00979258281680536,0.0186308101431175,0.525612291767296
"251",251,19,8,0.00889805479687365,0.0165689924283646,0.53703053069425
"252",252,19,8,0.00764713221090977,0.0183218194185863,0.417378429303383
"253",253,19,8,0.00791506004101628,0.0191022608349381,0.414352003116805
"254",254,19,8,0.00736456386494513,0.018329418262905,0.401789285361526
"255",255,19,8,0.0073896546340821,0.0181865164294801,0.40632600876238
"256",256,18,9,0.00789506879853604,0.021075765583354,0.374604128486403
"257",257,17,10,0.0081930835583639,0.022598480194485,0.362550201953995
"258",258,17,10,0.00792362139462762,0.0250053761640904,0.316876712536984
"259",259,16,11,0.0071937867434721,0.0239879408390462,0.299891799456269
"260",260,16,11,0.00737722105830831,0.0272193781813785,0.271028272914598
"261",261,16,11,0.00679436722257844,0.0268027161325469,0.253495473704172
"262",262,16,11,0.00653402815446806,0.027637091689098,0.23642242201069
"263",263,17,10,0.00757816638038096,0.02851663504556,0.265745462894678
"264",264,17,10,0.0075799429911471,0.0300705034231094,0.252072367545462
"265",265,18,9,0.00723211771252746,0.0322893959923899,0.223978104583683
"266",266,19,8,0.00711011060465098,0.032442792435927,0.219158403787008
"267",267,19,8,0.00744103603054141,0.0297525393231391,0.250097510996461
"268",268,19,8,0.00749915550523262,0.0299401717906207,0.250471358603957
"269",269,19,8,0.00733682607625041,0.0239221409014621,0.306696048086648
"270",270,19,8,0.00715915671189365,0.0230660261605554,0.310376683961988
"271",271,19,8,0.00741546377644042,0.0213549101205553,0.347248653100283
"272",272,19,8,0.00771717358620725,0.0213549101205553,0.361377010843939
"273",273,19,8,0.00764942479916139,0.0220542492032499,0.346845849462614
"274",274,19,8,0.00747320953870026,0.0172722985611092,0.432670238547588
"275",275,19,8,0.00771826231556557,0.0213943882212891,0.360761066674731
"276",276,19,8,0.00847853450159562,0.0212789379133353,0.39844725973293
"277",277,19,8,0.00881873332525832,0.0204310694519299,0.43163346617792
"278",278,19,8,0.00895680960764966,0.0277196181388711,0.323121680925668
"279",279,19,8,0.00918548009835675,0.0287922206024332,0.319026455971947
"280",280,19,8,0.00874439228502419,0.0278163557677284,0.31436153456051
"281",281,17,1,0.021302136917042,0.026020075608026,0.818680823143775
"282",282,17,1,0.0348451057037573,0.0225131787077417,1.54776480727597
"283",283,17,1,0.0366020173653312,0.0209291180846209,1.74885617336294
"284",284,17,1,0.0363893584587947,0.0181331148460587,2.00679027115433
"285",285,17,1,0.0365276599280617,0.018211511760048,2.00574561899882
"286",286,17,1,0.0372596357725844,0.0223919288574445,1.66397615898985
"287",287,17,1,0.0369145386828434,0.0193503896503314,1.90768968221843
"288",288,17,1,0.0367630197028024,0.0195825143382729,1.87733909281257
"289",289,17,1,0.0369647090657752,0.0218425430168324,1.69232625694221
"290",290,18,9,0.0223029447364261,0.0253544584960335,0.87964587135297
"291",291,17,1,0.0110827298368034,0.0256881168128003,0.431434110860198
"292",292,17,1,0.0102903297875934,0.026296147586842,0.391324613371976
"293",293,17,1,0.0105824549769027,0.0246095738339017,0.430013743770095
"294",294,16,2,0.00998376869245814,0.0253112045250215,0.394440678735327
"295",295,16,2,0.00912235900604269,0.0216158755651286,0.422021258336588
"296",296,16,2,0.00982554247754422,0.0210333682489684,0.467140705247061
"297",297,16,2,0.0102450502037655,0.0188417363711004,0.543742360151026
"298",298,16,2,0.0103864784870677,0.0160865627665181,0.645661763660644
"299",299,16,2,0.0106254536086619,0.0160268369257462,0.662978830937794
"300",300,16,1,0.00951790081114204,0.0171366760161633,0.555411142870693
"301",301,16,1,0.00878965553523774,0.0180100150102584,0.488042654613625
"302",302,16,1,0.00844360263881796,0.020156470698449,0.418902831013353
"303",303,17,10,0.00806087474419246,0.0203972925890178,0.395193367404679
"304",304,17,10,0.00790415636202759,0.0208616328115276,0.378884837703592
"305",305,17,10,0.00772905531730247,0.0194975656832309,0.396411297844731
"306",306,17,10,0.00726153411181088,0.023080467623635,0.314618153766299
"307",307,17,10,0.00711093961422946,0.0240269348615748,0.295957002222604
"308",308,17,10,0.00687308842795507,0.021531879847067,0.319205219273564
"309",309,17,1,0.00644103438082099,0.0211241293824849,0.304913602080169
"310",310,18,1,0.00643861548790684,0.0215491072294534,0.298788038843044
"311",311,18,1,0.00648710549616982,0.0191111188907406,0.339441428482392
"312",312,17,3,0.0065836249544506,0.0195379882447665,0.336965345253195
"313",313,17,3,0.00666099909073975,0.0192459315884013,0.346099073466211
"314",314,18,3,0.00648307649805166,0.0188021661621595,0.34480476569233
"315",315,19,3,0.00697827129080172,0.0147170758390133,0.474161536376887
"316",316,20,3,0.00704227156103199,0.0138827106618717,0.507269202143161
"317",317,20,3,0.00735548830747233,0.0155970964277459,0.471593436736569
"318",318,20,4,0.00751031110354307,0.0166587018402928,0.450834115139616
"319",319,19,4,0.00796413763108566,0.0142643798971727,0.558323438417692
"320",320,19,4,0.00788586260880048,0.0296348774059769,0.266100733293738
"321",321,20,2,0.00758942844931398,0.0351720607697233,0.215780033447659
"322",322,20,2,0.00772675848631608,0.0369805334297122,0.208941239341561
"323",323,19,2,0.00770418288215068,0.0328181691218647,0.234753585842723
"324",324,19,2,0.00725699325835482,0.0328181691218647,0.221127303945787
"325",325,18,2,0.00729380279543743,0.0309440335814727,0.235709503618316
"326",326,18,2,0.00685231625484722,0.0301366773087105,0.227374643350834
"327",327,19,8,0.00675713895232559,0.0303393479030591,0.222718661387059
"328",328,19,8,0.00663875227346921,0.0321797673101229,0.206302059598201
"329",329,19,8,0.00869477144052968,0.0248908649699095,0.349315761064984
"330",330,18,9,0.00937450101660628,0.018936105907767,0.495059600018456
"331",331,18,9,0.00897908446532819,0.0231436547388526,0.38797176014964
"332",332,17,10,0.00944912152427088,0.0251728836193485,0.375369054541215
"333",333,16,11,0.00993884461766287,0.0239741339856469,0.414565323761566
"334",334,15,1,0.0101838385904649,0.0226962665467122,0.4487010482321
"335",335,15,1,0.0102798312171113,0.0227438140216673,0.451983612217286
"336",336,14,1,0.0106853558645233,0.0203071514193177,0.526186841467023
"337",337,14,1,0.0107877706149932,0.0205669552012739,0.524519575669857
"338",338,14,1,0.00846496010904306,0.0216712731890949,0.390607420024711
"339",339,16,1,0.00856116902583496,0.0231436450633802,0.369914462583128
"340",340,17,1,0.0108296248176359,0.0187810721498666,0.576624419054416
"341",341,18,1,0.0114305829885758,0.0162446758876312,0.703651034200023
"342",342,18,1,0.0112221521741819,0.0162170200791789,0.691998413974349
"343",343,19,8,0.0111145211899247,0.0170874566470266,0.650449122974584
"344",344,19,8,0.0110222098806472,0.0188058767947677,0.586104545985002
"345",345,19,2,0.0107963047084337,0.0208641849168618,0.517456337328974
"346",346,19,2,0.0103579729885059,0.0197430094301222,0.524640026393476
"347",347,19,2,0.0104421677669697,0.0184063147372222,0.567314419863364
"348",348,17,2,0.0103038672139011,0.0210564210686636,0.489345610077842
"349",349,16,2,0.00797360999584997,0.0234246912598313,0.340393386935397
"350",350,16,2,0.0066032498350412,0.0228676263738524,0.288759739515053
"351",351,15,2,0.00692652901288344,0.0223479000256609,0.3099409342681
"352",352,15,2,0.00657171054637746,0.022232116622974,0.295595361333542
"353",353,15,2,0.00670428264818759,0.025974453277977,0.258110635724986
"354",354,16,11,0.00666233278308731,0.02485195383641,0.268080844948557
"355",355,16,11,0.00670618268253299,0.0244586288080495,0.274184735994928
"356",356,17,10,0.00641847523369125,0.0250789424857681,0.255930856627373
"357",357,17,1,0.00665303599654244,0.0230292998965119,0.288894409575609
"358",358,17,1,0.00670616129426688,0.0200013996471767,0.335284600706105
"359",359,17,1,0.00759317734734544,0.0269194715672891,0.28207007438334
"360",360,17,3,0.00750428498172269,0.030405641433236,0.246805679077695
"361",361,17,3,0.00759777854806996,0.0310913585527542,0.24436946153956
"362",362,17,3,0.00781212082391396,0.0218828087052094,0.356998085993149
"363",363,17,3,0.00786800234955449,0.0261952029220678,0.300360427554703
"364",364,17,3,0.00937277124972147,0.0273031599332784,0.343285219462729
"365",365,16,3,0.0105731463949129,0.0260257166910361,0.406257645867425
"366",366,17,2,0.0109000673124395,0.025171688760062,0.433028845078275
"367",367,18,2,0.0132458999167207,0.02660767993362,0.497822431334345
"368",368,18,2,0.0128075736332634,0.0217675940995194,0.588378006990957
"369",369,20,7,0.012117376686687,0.0217675940995194,0.556670463041869
"370",370,20,7,0.0124964152760061,0.0230968773132959,0.541043497200916
"371",371,20,7,0.0120386981627325,0.0240153183297889,0.50129246664199
"372",372,20,7,0.0119565020737138,0.0189847308794825,0.629795710543128
"373",373,20,7,0.0105446282815693,0.0199120114584891,0.52956117987135
"374",374,20,7,0.00974518446200321,0.0210757977175576,0.462387454681481
"375",375,20,7,0.0088316506667286,0.0228350189936414,0.386759068130745
"376",376,19,8,0.0122490014581122,0.0256334899044335,0.477851494423067
"377",377,19,8,0.0133556038561347,0.022980924858398,0.581160416233381
"378",378,18,9,0.018992334204636,0.0225793334371044,0.841137948449185
"379",379,18,9,0.0197843573517369,0.0205752048015762,0.961563082483691
"380",380,18,9,0.0262157026376738,0.0229782727586629,1.14089091521426
"381",381,18,9,0.0271899979969826,0.0235467291244922,1.15472505133211
"382",382,18,9,0.028917550032499,0.0223542014451828,1.29360693574364
"383",383,18,9,0.0312798128324833,0.0210977188444993,1.48261587250408
"384",384,18,9,0.0344880348753226,0.0226520096069034,1.52251546215185
"385",385,18,9,0.0285027642030113,0.0203004477685918,1.40404608449621
"386",386,18,9,0.0330002678840562,0.0205987040425604,1.60205553785676
"387",387,18,9,0.0338952440266086,0.0219198624257197,1.54632558217326
"388",388,18,9,0.0375989176206536,0.0228028015192849,1.64887273122363
"389",389,18,9,0.0376587107626511,0.024068102635733,1.56467301692244
"390",390,18,9,0.0433793921905572,0.0238493986996312,1.81888829722269
"391",391,18,9,0.0508041349803537,0.0260515826849324,1.95013621992868
"392",392,18,9,0.051937399011682,0.0292410458616292,1.77618130546539
"393",393,18,9,0.0537881757061197,0.0321080470222592,1.67522414766711
"394",394,18,9,0.0548166897978489,0.0317725011676445,1.72528720696599
"395",395,18,9,0.0489212128465165,0.031021808567776,1.57699422132769
"396",396,18,9,0.04611479866416,0.0298285718703676,1.54599418519166
"397",397,17,10,0.0458683706492359,0.0412092257248839,1.11306072468958
"398",398,17,10,0.0389315058280831,0.0383387749770803,1.01546034925104
"399",399,17,10,0.034627034656428,0.0385356003274924,0.898572602013522
